task,team,user,timestamp,elapsed_since_task_start_ms,correct_submission_time_ms,rank_video,rank_shot_margin_0,rank_shot_margin_5,category,type,value,additionals,teamFamily
vbse002,visione2,2,1668157670568,98594.0,,8628.0,8628.0,8628.0,TEXT,jointEmbedding,Viewer moving fast backwards on railway tracks.,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse002,visione2,2,1668157670568,98594.0,,8628.0,8628.0,8628.0,TEXT, LocalizedObjectAndColors,0ablue 0bblue 1ablue 1bblue 3fgreen 3ggreen 4fgreen 4ggreen 5fgreen 5ggreen 6fgreen 6ggreen,"{""subtype"":""position"",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse002,visione2,2,1668157672033,100059.0,,inf,inf,inf,TEXT,LocalizedObjectAndColors,blue green,"{""subtype"":""classes"",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse002,visione2,2,1668157672033,100059.0,,inf,inf,inf,TEXT,jointEmbedding,Viewer moving fast backwards on railway tracks.,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse002,visione2,2,1668157672033,100059.0,,inf,inf,inf,TEXT, LocalizedObjectAndColors,0ablue 0bblue 1ablue 1bblue 2ablue 2bblue 3fgreen 3ggreen 4fgreen 4ggreen 5fgreen 5ggreen 6fgreen 6ggreen,"{""subtype"":""position"",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse002,visione2,2,1668157672665,100691.0,,inf,inf,inf,TEXT,LocalizedObjectAndColors,blue green,"{""subtype"":""classes"",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse002,visione2,2,1668157672665,100691.0,,inf,inf,inf,TEXT,jointEmbedding,Viewer moving fast backwards on railway tracks.,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse002,visione2,2,1668157672665,100691.0,,inf,inf,inf,TEXT, LocalizedObjectAndColors,0ablue 0bblue 1ablue 1bblue 2ablue 2bblue 3fgreen 3ggreen 4fgreen 4ggreen 5fgreen 5ggreen 6fgreen 6ggreen,"{""subtype"":""position"",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse002,visione2,2,1668157674112,102138.0,,inf,inf,inf,TEXT,LocalizedObjectAndColors,blue green,"{""subtype"":""classes"",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse002,visione2,2,1668157674112,102138.0,,inf,inf,inf,TEXT,jointEmbedding,Viewer moving fast backwards on railway tracks.,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse002,visione2,2,1668157674112,102138.0,,inf,inf,inf,TEXT, LocalizedObjectAndColors,0ablue 0bblue 1ablue 1bblue 2ablue 2bblue 3fgreen 3ggreen 4fgreen 4ggreen 5fgreen 5ggreen 6fgreen 6ggreen,"{""subtype"":""position"",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse002,visione2,2,1668157678532,106558.0,,21.0,61.0,21.0,TEXT,LocalizedObjectAndColors,blue green,"{""subtype"":""classes"",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse002,visione2,2,1668157678532,106558.0,,21.0,61.0,21.0,TEXT,jointEmbedding,Viewer moving fast backwards on railway tracks.,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse002,visione2,2,1668157678532,106558.0,,21.0,61.0,21.0,TEXT, LocalizedObjectAndColors,0ablue 0bblue 0cblue 0dblue 0eblue 0fblue 0gblue 1ablue 1bblue 1cblue 1dblue 1eblue 1fblue 1gblue 2ablue 2bblue 2cblue 2dblue 2eblue 2fblue 2gblue 3fgreen 3ggreen 4fgreen 4ggreen 5fgreen 5ggreen 6fgreen 6ggreen,"{""subtype"":""position"",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse002,visione2,2,1668157680932,108958.0,,2930.0,2930.0,2930.0,TEXT,LocalizedObjectAndColors,blue green,"{""subtype"":""classes"",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse002,visione2,2,1668157680932,108958.0,,2930.0,2930.0,2930.0,TEXT,jointEmbedding,Viewer moving fast backwards on railway tracks.,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse002,visione2,2,1668157680932,108958.0,,2930.0,2930.0,2930.0,TEXT, LocalizedObjectAndColors,0ablue 0bblue 0cblue 0dblue 0eblue 0fblue 0gblue 1ablue 1bblue 1cblue 1dblue 1eblue 1fblue 1gblue 2ablue 2bblue 2cblue 2dblue 2eblue 2fblue 2gblue 4egreen 4fgreen 4ggreen 5egreen 5fgreen 5ggreen 6egreen 6fgreen 6ggreen,"{""subtype"":""position"",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse002,visione2,2,1668157681731,109757.0,,1843.0,1843.0,1843.0,TEXT,LocalizedObjectAndColors,blue green,"{""subtype"":""classes"",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse002,visione2,2,1668157681731,109757.0,,1843.0,1843.0,1843.0,TEXT,jointEmbedding,Viewer moving fast backwards on railway tracks.,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse002,visione2,2,1668157681731,109757.0,,1843.0,1843.0,1843.0,TEXT, LocalizedObjectAndColors,0ablue 0bblue 0cblue 0dblue 0eblue 0fblue 0gblue 1ablue 1bblue 1cblue 1dblue 1eblue 1fblue 1gblue 2ablue 2bblue 2cblue 2dblue 2eblue 2fblue 2gblue 4fgreen 4ggreen 5fgreen 5ggreen 6fgreen 6ggreen,"{""subtype"":""position"",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse002,visione2,2,1668157712803,140829.0,,9007.0,inf,inf,TEXT,jointEmbedding,Viewer moving fast backwards on railway tracks.,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse002,visione2,2,1668157718880,146906.0,,91.0,91.0,91.0,TEXT,LocalizedObjectAndColors,blue,"{""subtype"":""classes"",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse002,visione2,2,1668157718880,146906.0,,91.0,91.0,91.0,TEXT,jointEmbedding,Viewer moving fast backwards on railway tracks.,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse002,visione2,2,1668157718880,146906.0,,91.0,91.0,91.0,TEXT, LocalizedObjectAndColors,0ablue 0bblue 0cblue 0dblue 0eblue 0fblue 0gblue 1ablue 1bblue 1cblue 1dblue 1eblue 1fblue 1gblue 2ablue 2bblue 2cblue 2dblue 2eblue 2fblue 2gblue,"{""subtype"":""position"",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse002,visione2,2,1668157724251,152277.0,,inf,inf,inf,TEXT,jointEmbedding,"Viewer moving fast backwards on railway tracks, blue and green","{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse002,visione2,2,1668157745931,173957.0,,9007.0,inf,inf,TEXT,jointEmbedding,Viewer moving fast backwards on railway tracks.,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse002,visione2,2,1668157779818,207844.0,,inf,inf,inf,TEXT,jointEmbedding,"Viewer moving fast backwards on railway tracks, turning left","{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse002,visione2,2,1668157779818,207844.0,,inf,inf,inf,TEXT,jointEmbedding,"Viewer moving fast backwards on railway tracks, turning right","{""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse002,visione2,2,1668157803946,231972.0,,inf,inf,inf,TEXT,jointEmbedding,"Viewer moving fast backwards on railway tracks, turning left","{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse002,visione2,2,1668157808313,236339.0,,8525.0,inf,inf,TEXT,jointEmbedding,Viewer moving fast backwards on railway tracks,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse002,visione2,2,1668157835716,263742.0,,8568.0,inf,inf,TEXT,LocalizedObjectAndColors,blue,"{""subtype"":""classes"",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse002,visione2,2,1668157835716,263742.0,,8568.0,inf,inf,TEXT,jointEmbedding,Viewer moving fast backwards on railway tracks,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse002,visione2,2,1668157835716,263742.0,,8568.0,inf,inf,TEXT, LocalizedObjectAndColors,0cblue 0dblue,"{""subtype"":""position"",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse002,visione2,2,1668157836073,264099.0,,398.0,1508.0,398.0,TEXT,LocalizedObjectAndColors,blue green,"{""subtype"":""classes"",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse002,visione2,2,1668157836073,264099.0,,398.0,1508.0,398.0,TEXT,jointEmbedding,Viewer moving fast backwards on railway tracks,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse002,visione2,2,1668157836073,264099.0,,398.0,1508.0,398.0,TEXT, LocalizedObjectAndColors,0cblue 0dblue 4ggreen 5ggreen 6ggreen,"{""subtype"":""position"",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse002,visione2,2,1668157838256,266282.0,,inf,inf,inf,TEXT,LocalizedObjectAndColors,blue green grey,"{""subtype"":""classes"",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse002,visione2,2,1668157838256,266282.0,,inf,inf,inf,TEXT,jointEmbedding,Viewer moving fast backwards on railway tracks,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse002,visione2,2,1668157838256,266282.0,,inf,inf,inf,TEXT, LocalizedObjectAndColors,0cblue 0dblue 4ggreen 5ggreen 6ggreen 3cgrey 3dgrey 4cgrey 4dgrey 5cgrey 5dgrey 6cgrey 6dgrey,"{""subtype"":""position"",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse003,visione2,2,1668157948949,6372.0,127113.0,247.0,438.0,438.0,TEXT,jointEmbedding,Close-up shot of water waves reflecting the sun.,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse003,visione2,2,1668157983320,40743.0,127113.0,162.0,240.0,162.0,Image,globalFeatures,02537/02537_40_1.jpg,"{""subtype"":""sematic similarity (tern)"",""queryparameter"":""simReorder=false""}",visione
vbse003,visione2,2,1668158009829,67252.0,127113.0,106.0,inf,inf,TEXT,jointEmbedding,Close-up shot of water waves reflecting the sun.,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse003,visione2,2,1668158009829,67252.0,127113.0,106.0,inf,inf,TEXT,jointEmbedding,rocks,"{""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse003,visione2,2,1668158027730,85153.0,127113.0,136.0,249.0,249.0,TEXT,jointEmbedding,Close-up shot of water waves reflecting the sun.,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse003,visione2,2,1668158027730,85153.0,127113.0,136.0,249.0,249.0,TEXT,jointEmbedding,Close-up shot of water waves reflecting the sun.,"{""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse004,visione2,2,1668158281405,6818.0,70056.0,241.0,2888.0,241.0,TEXT,jointEmbedding,A woman having a mobile phone call in bed,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse004,visione2,2,1668158327861,53274.0,70056.0,229.0,3285.0,230.0,TEXT,jointEmbedding,"A woman having a mobile phone call in bed, column","{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse005,visione2,2,1668158407771,5958.0,29632.0,2.0,107.0,2.0,TEXT,jointEmbedding,A red seaplane on a lake with forests around.,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse006,visione2,2,1668158462466,6187.0,113506.0,inf,inf,inf,TEXT,jointEmbedding,oman in yellow shirt standing in a room with a yellow sofa.,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse006,visione2,2,1668158508438,52159.0,113506.0,1591.0,inf,inf,TEXT,jointEmbedding,"oman in yellow shirt standing in a room with a yellow sofa, flashing lights","{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse006,visione2,2,1668158529744,73465.0,113506.0,106.0,643.0,643.0,TEXT,jointEmbedding,"woman in yellow shirt standing in a corner with a yellow sofa, flashing lights","{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse006,visione2,2,1668158557718,101439.0,113506.0,239.0,795.0,795.0,TEXT,LocalizedObjectAndColors,black,"{""subtype"":""classes"",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse006,visione2,2,1668158557718,101439.0,113506.0,239.0,795.0,795.0,TEXT,jointEmbedding,"woman in yellow shirt standing in a corner with a yellow sofa, flashing lights","{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse006,visione2,2,1668158557718,101439.0,113506.0,239.0,795.0,795.0,TEXT, LocalizedObjectAndColors,3fblack 3gblack 4fblack 4gblack 5fblack 5gblack,"{""subtype"":""position"",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse007,visione2,2,1668158711243,5653.0,10039.0,1.0,1.0,1.0,TEXT,jointEmbedding,Four people waving on a mountain summit.,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse007,visione2,2,1668158712999,7409.0,10039.0,1.0,1.0,1.0,TEXT,jointEmbedding,Four people waving on a mountain summit.,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse009,visione2,2,1668159101674,5602.0,33608.0,9.0,9.0,9.0,TEXT,jointEmbedding,wo men running backwards up a downwards moving escalator.,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse010,visione2,2,1668159232999,6516.0,73471.0,60.0,60.0,60.0,TEXT,jointEmbedding,People dancing and drumming on the street at night.,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse012,visione2,2,1668159647413,5221.0,,22.0,inf,22.0,TEXT,jointEmbedding,View of a volcano with clouds moving in from the right.,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse012,visione2,2,1668159703865,61673.0,,14.0,inf,14.0,TEXT,jointEmbedding,"View of a volcano with clouds moving in from the right, the volcano has green bottom and black top","{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse012,visione2,2,1668159726809,84617.0,,495.0,inf,495.0,TEXT,LocalizedObjectAndColors,blue,"{""subtype"":""classes"",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse012,visione2,2,1668159726809,84617.0,,495.0,inf,495.0,TEXT,jointEmbedding,"View of a volcano with clouds moving in from the right, the volcano has green bottom and black top","{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse012,visione2,2,1668159726809,84617.0,,495.0,inf,495.0,TEXT, LocalizedObjectAndColors,0cblue 0dblue,"{""subtype"":""position"",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse012,visione2,2,1668159757492,115300.0,,47.0,inf,326.0,TEXT,LocalizedObjectAndColors,blue,"{""subtype"":""classes"",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse012,visione2,2,1668159757492,115300.0,,47.0,inf,326.0,TEXT,jointEmbedding,"View of a volcano with clouds, the volcano has green bottom and black top","{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse012,visione2,2,1668159757492,115300.0,,47.0,inf,326.0,TEXT, LocalizedObjectAndColors,0cblue 0dblue,"{""subtype"":""position"",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse012,visione2,2,1668159785998,143806.0,,500.0,inf,1763.0,TEXT,LocalizedObjectAndColors,blue,"{""subtype"":""classes"",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse012,visione2,2,1668159785998,143806.0,,500.0,inf,1763.0,TEXT,jointEmbedding,black mountain on green bottom,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse012,visione2,2,1668159785998,143806.0,,500.0,inf,1763.0,TEXT, LocalizedObjectAndColors,0cblue 0dblue,"{""subtype"":""position"",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse012,visione2,2,1668159795296,153104.0,,112.0,inf,761.0,TEXT,LocalizedObjectAndColors,blue,"{""subtype"":""classes"",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse012,visione2,2,1668159795296,153104.0,,112.0,inf,761.0,TEXT,jointEmbedding,"black mountain on green bottom, with clouds","{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse012,visione2,2,1668159795296,153104.0,,112.0,inf,761.0,TEXT, LocalizedObjectAndColors,0cblue 0dblue,"{""subtype"":""position"",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse012,visione2,2,1668159833854,191662.0,,55.0,inf,2116.0,TEXT,LocalizedObjectAndColors,blue green,"{""subtype"":""classes"",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse012,visione2,2,1668159833854,191662.0,,55.0,inf,2116.0,TEXT,jointEmbedding,"black mountain on green bottom, with clouds","{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse012,visione2,2,1668159833854,191662.0,,55.0,inf,2116.0,TEXT, LocalizedObjectAndColors,0cblue 0dblue 5cgreen 5dgreen 6cgreen 6dgreen,"{""subtype"":""position"",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse012,visione2,2,1668159835942,193750.0,,30.0,inf,5788.0,TEXT,LocalizedObjectAndColors,blue green black,"{""subtype"":""classes"",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse012,visione2,2,1668159835942,193750.0,,30.0,inf,5788.0,TEXT,jointEmbedding,"black mountain on green bottom, with clouds","{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse012,visione2,2,1668159835942,193750.0,,30.0,inf,5788.0,TEXT, LocalizedObjectAndColors,0cblue 0dblue 5cgreen 5dgreen 6cgreen 6dgreen 1cblack 1dblack 1eblack 2cblack 2dblack 2eblack 3cblack 3dblack 3eblack,"{""subtype"":""position"",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse012,visione2,2,1668159841818,199626.0,,33.0,inf,314.0,TEXT,LocalizedObjectAndColors,blue green black,"{""subtype"":""classes"",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse012,visione2,2,1668159841818,199626.0,,33.0,inf,314.0,TEXT,jointEmbedding,volcano with clouds,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse012,visione2,2,1668159841818,199626.0,,33.0,inf,314.0,TEXT, LocalizedObjectAndColors,0cblue 0dblue 5cgreen 5dgreen 6cgreen 6dgreen 1cblack 1dblack 1eblack 2cblack 2dblack 2eblack 3cblack 3dblack 3eblack,"{""subtype"":""position"",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse012,visione2,2,1668159905193,263001.0,,22.0,inf,22.0,TEXT,jointEmbedding,View of a volcano with clouds moving in from the right.,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse013,visione2,2,1668160031581,6623.0,195172.0,4395.0,inf,inf,TEXT,jointEmbedding,Flashing shots of a man on a bed and in front of a wall.,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse013,visione2,2,1668160095025,70067.0,195172.0,11.0,inf,inf,TEXT,jointEmbedding,Flashing shots of a man on a bed and in front of a wall.,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse013,visione2,2,1668160095025,70067.0,195172.0,11.0,inf,inf,TEXT,LocalizedObjectAndColors,graykeyframe,"{""subtype"":""classes"",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse013,visione2,2,1668160095025,70067.0,195172.0,11.0,inf,inf,TEXT,jointEmbedding,a man on the bad in,"{""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse013,visione2,2,1668160100665,75707.0,195172.0,47.0,315.0,315.0,TEXT,LocalizedObjectAndColors,graykeyframe,"{""subtype"":""classes"",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse013,visione2,2,1668160100665,75707.0,195172.0,47.0,315.0,315.0,TEXT,jointEmbedding,Flashing shots of a man on a bed and in front of a wall.,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse013,visione2,2,1668160100665,75707.0,195172.0,47.0,315.0,315.0,TEXT,LocalizedObjectAndColors,graykeyframe,"{""subtype"":""classes"",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse013,visione2,2,1668160100665,75707.0,195172.0,47.0,315.0,315.0,TEXT,jointEmbedding,a man on the bad in,"{""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse013,visione2,2,1668160136955,111997.0,195172.0,301.0,1577.0,1120.0,TEXT,LocalizedObjectAndColors,graykeyframe,"{""subtype"":""classes"",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse013,visione2,2,1668160136955,111997.0,195172.0,301.0,1577.0,1120.0,TEXT,jointEmbedding,Flashing shots of a man on a bed and in front of a wall with graffiti,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse013,visione2,2,1668160136955,111997.0,195172.0,301.0,1577.0,1120.0,TEXT,LocalizedObjectAndColors,graykeyframe,"{""subtype"":""classes"",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse013,visione2,2,1668160136955,111997.0,195172.0,301.0,1577.0,1120.0,TEXT,jointEmbedding,a man on the bad,"{""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse013,visione2,2,1668160159659,134701.0,195172.0,3931.0,5365.0,5365.0,TEXT,LocalizedObjectAndColors,graykeyframe,"{""subtype"":""classes"",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse013,visione2,2,1668160159659,134701.0,195172.0,3931.0,5365.0,5365.0,TEXT,jointEmbedding,graffiti wall,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse013,visione2,2,1668160159659,134701.0,195172.0,3931.0,5365.0,5365.0,TEXT,LocalizedObjectAndColors,graykeyframe,"{""subtype"":""classes"",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
