task,team,user,timestamp,elapsed_since_task_start_ms,correct_submission_time_ms,rank_video,rank_shot_margin_0,rank_shot_margin_5,max_rank,category,type,value,additionals,teamFamily
vbse013,cvhunter1,1,1668160116410,91452.0,,991.0,991.0,991.0,3343.0,TEXT,JointEmbedding,CLIP: Flashing shots man on a bed wall black text,{},cvhunter
vbse013,cvhunter1,1,1668160117095,92137.0,,991.0,991.0,991.0,3343.0,TEXT,JointEmbedding,CLIP: Flashing shots man on a bed wall black text,{},cvhunter
vbse013,cvhunter1,1,1668160132150,107192.0,,8317.0,inf,inf,10000.0,TEXT,JointEmbedding,CLIP: Flashing man on a bed wall black text,{},cvhunter
vbse013,cvhunter1,1,1668160132814,107856.0,,8317.0,inf,inf,10000.0,TEXT,JointEmbedding,CLIP: Flashing man on a bed wall black text,{},cvhunter
vbse013,cvhunter1,1,1668160145717,120759.0,,4581.0,6791.0,6791.0,10000.0,TEXT,JointEmbedding,CLIP: Flashing man on a bed wall black text window,{},cvhunter
vbse013,cvhunter1,1,1668160146410,121452.0,,4581.0,6791.0,6791.0,10000.0,TEXT,JointEmbedding,CLIP: Flashing man on a bed wall black text window,{},cvhunter
vbse013,cvhunter1,1,1668160150419,125461.0,,261.0,1879.0,261.0,10000.0,TEXT,JointEmbedding,Temporal CLIP: Flashing man on a bed wall black text > window,{},cvhunter
vbse013,cvhunter1,1,1668160151377,126419.0,,261.0,1879.0,261.0,10000.0,TEXT,JointEmbedding,Temporal CLIP: Flashing man on a bed wall black text > window,{},cvhunter
vbse013,cvhunter1,1,1668160162013,137055.0,,3482.0,inf,inf,10000.0,TEXT,JointEmbedding,Temporal CLIP: window > Flashing man on a bed wall black text,{},cvhunter
vbse013,cvhunter1,1,1668160163035,138077.0,,3482.0,inf,inf,10000.0,TEXT,JointEmbedding,Temporal CLIP: window > Flashing man on a bed wall black text,{},cvhunter
vbse013,cvhunter1,1,1668160171523,146565.0,,8317.0,inf,inf,10000.0,TEXT,JointEmbedding,CLIP: Flashing man on a bed wall black text,{},cvhunter
vbse013,cvhunter1,1,1668160172237,147279.0,,8317.0,inf,inf,10000.0,TEXT,JointEmbedding,CLIP: Flashing man on a bed wall black text,{},cvhunter
vbse013,cvhunter1,1,1668160197552,172594.0,,inf,inf,inf,10000.0,TEXT,JointEmbedding,CLIP: Flashing man on a bed wall what,{},cvhunter
vbse013,cvhunter1,1,1668160198316,173358.0,,inf,inf,inf,10000.0,TEXT,JointEmbedding,CLIP: Flashing man on a bed wall what,{},cvhunter
vbse013,cvhunter1,1,1668160204557,179599.0,,9907.0,inf,inf,10000.0,TEXT,JointEmbedding,CLIP: Flashing man on a bed wall,{},cvhunter
vbse013,cvhunter1,1,1668160205206,180248.0,,9907.0,inf,inf,10000.0,TEXT,JointEmbedding,CLIP: Flashing man on a bed wall,{},cvhunter
vbse013,cvhunter1,1,1668160220515,195557.0,,2990.0,7760.0,7760.0,10000.0,TEXT,JointEmbedding,CLIP: Flashing shots of a man on a bed and in front of a wall,{},cvhunter
vbse013,cvhunter1,1,1668160221171,196213.0,,2990.0,7760.0,7760.0,10000.0,TEXT,JointEmbedding,CLIP: Flashing shots of a man on a bed and in front of a wall,{},cvhunter
vbse013,cvhunter1,1,1668160249327,224369.0,,494.0,2094.0,2094.0,10000.0,IMAGE,feedbackModel,Bayes CLIP 15491:74093_240:4653_15491:22627_15491:75614_15491:22687_13050:1438_4077:8919_16998:8236_9878:6623_11404:474_| group:1|767:3004_11693:9681_2050:8762_11272:7253_3089:8086_,{},cvhunter
vbse013,cvhunter1,1,1668160276587,251629.0,,2830.0,6585.0,6585.0,10000.0,TEXT,JointEmbedding,"CLIP: flash, storm, man on a bed and in front of a wall",{},cvhunter
vbse013,cvhunter1,1,1668160277320,252362.0,,2830.0,6585.0,6585.0,10000.0,TEXT,JointEmbedding,"CLIP: flash, storm, man on a bed and in front of a wall",{},cvhunter
vbse013,cvhunter1,1,1668160297741,272783.0,,3943.0,inf,inf,10000.0,TEXT,JointEmbedding,CLIP: flash storm man on a bed and in front of a wall,{},cvhunter
vbse013,cvhunter1,1,1668160298434,273476.0,,3943.0,inf,inf,10000.0,TEXT,JointEmbedding,CLIP: flash storm man on a bed and in front of a wall,{},cvhunter
vbse013,cvhunter1,1,1668160316596,291638.0,,5132.0,inf,inf,10000.0,TEXT,JointEmbedding,CLIP: flash storm man on a bed and in front of a wall window,{},cvhunter
vbse013,cvhunter1,1,1668160317348,292390.0,,5132.0,inf,inf,10000.0,TEXT,JointEmbedding,CLIP: flash storm man on a bed and in front of a wall window,{},cvhunter
vbse014,cvhunter1,1,1668160416249,8732.0,16762.0,3.0,3.0,3.0,10000.0,TEXT,JointEmbedding,CLIP: A white dress is waving in the wind over the floor.,{},cvhunter
vbse014,cvhunter1,1,1668160417248,9731.0,16762.0,3.0,3.0,3.0,10000.0,TEXT,JointEmbedding,CLIP: A white dress is waving in the wind over the floor.,{},cvhunter
vbse015,cvhunter1,1,1668161589387,6792.0,19672.0,20.0,20.0,20.0,10000.0,TEXT,JointEmbedding,CLIP: A man lighting at a piano with a flashlight.,{},cvhunter
vbse015,cvhunter1,1,1668161590104,7509.0,19672.0,20.0,20.0,20.0,10000.0,TEXT,JointEmbedding,CLIP: A man lighting at a piano with a flashlight.,{},cvhunter
vbse016,cvhunter1,1,1668161942215,6403.0,,26.0,282.0,26.0,10000.0,TEXT,JointEmbedding,CLIP: Small boats tied in the harbour in front of a cruise ship.,{},cvhunter
vbse016,cvhunter1,1,1668161942983,7171.0,,26.0,282.0,26.0,10000.0,TEXT,JointEmbedding,CLIP: Small boats tied in the harbour in front of a cruise ship.,{},cvhunter
vbse016,cvhunter1,1,1668161979276,43464.0,,167.0,1008.0,167.0,10000.0,IMAGE,feedbackModel,Bayes CLIP 883:1569_6179:16469_14656:3465_11062:15607_5434:26406_4089:969_11062:10407_10975:2960_2685:2138_11586:262_| group:1|11163:4203_13278:5262_5995:950_,{},cvhunter
vbse016,cvhunter1,1,1668162057678,121866.0,,553.0,1719.0,553.0,10000.0,IMAGE,feedbackModel,Bayes CLIP 13278:5262_883:1506_17090:1278_6179:13187_5918:1791_883:1569_883:2288_15045:1581_5995:4300_883:2906_| group:1|11163:4203_5995:950_11163:1409_883:1988_,{},cvhunter
vbse016,cvhunter1,1,1668162137039,201227.0,,63.0,63.0,63.0,10000.0,TEXT,JointEmbedding,CLIP: Small boats tied in the harbour in front of a cruise ship yellow seafly,{},cvhunter
vbse016,cvhunter1,1,1668162137712,201900.0,,63.0,63.0,63.0,10000.0,TEXT,JointEmbedding,CLIP: Small boats tied in the harbour in front of a cruise ship yellow seafly,{},cvhunter
vbse016,cvhunter1,1,1668162187347,251535.0,,102.0,1517.0,102.0,10000.0,IMAGE,feedbackModel,Bayes CLIP 883:1569_6594:15494_5918:1791_6251:2145_6594:15419_2685:700_13566:7035_309:219_7446:198_11227:656_| group:1|11163:4203_4089:2512_11163:1409_4089:2506_10975:2960_6179:16469_309:200_309:169_,{},cvhunter
vbse016,cvhunter1,1,1668162233756,297944.0,,39.0,294.0,39.0,10000.0,TEXT,JointEmbedding,CLIP: Small boats tied in the harbour in front of a cruise ship,{},cvhunter
vbse016,cvhunter1,1,1668162234470,298658.0,,39.0,294.0,39.0,10000.0,TEXT,JointEmbedding,CLIP: Small boats tied in the harbour in front of a cruise ship,{},cvhunter
vbse017,cvhunter1,1,1668162579849,7387.0,42358.0,28.0,28.0,28.0,9842.0,TEXT,JointEmbedding,CLIP: A person roasting coffee beans.,{},cvhunter
vbse017,cvhunter1,1,1668162580534,8072.0,42358.0,28.0,28.0,28.0,9842.0,TEXT,JointEmbedding,CLIP: A person roasting coffee beans.,{},cvhunter
vbse017,cvhunter1,1,1668162602135,29673.0,42358.0,10.0,11.0,11.0,7276.0,IMAGE,feedbackModel,Bayes CLIP 9125:23744_15251:12444_15840:14388_6718:6671_11384:4211_6718:7031_12721:90_9391:877_4549:3944_13401:4056_| group:1|6718:7073_8614:125_,{},cvhunter
vbse018,cvhunter1,1,1668163567118,6441.0,13658.0,19.0,19.0,19.0,10000.0,TEXT,JointEmbedding,CLIP: A black-haired woman in a red dress walks down stairs.,{},cvhunter
vbse018,cvhunter1,1,1668163567897,7220.0,13658.0,19.0,19.0,19.0,10000.0,TEXT,JointEmbedding,CLIP: A black-haired woman in a red dress walks down stairs.,{},cvhunter
vbse019,cvhunter1,1,1668163687061,7165.0,11284.0,5.0,5.0,5.0,10000.0,TEXT,JointEmbedding,CLIP: A couple in black clothes kisses outside.,{},cvhunter
vbse019,cvhunter1,1,1668163687783,7887.0,11284.0,5.0,5.0,5.0,10000.0,TEXT,JointEmbedding,CLIP: A couple in black clothes kisses outside.,{},cvhunter
vbse020,cvhunter1,1,1668163904822,7431.0,,450.0,inf,6598.0,10000.0,TEXT,JointEmbedding,CLIP: Actors in historic costumes celebrate their theater performance.,{},cvhunter
vbse020,cvhunter1,1,1668163906077,8686.0,,450.0,inf,6598.0,10000.0,TEXT,JointEmbedding,CLIP: Actors in historic costumes celebrate their theater performance.,{},cvhunter
vbse020,cvhunter1,1,1668163957507,60116.0,,40.0,inf,inf,10000.0,TEXT,JointEmbedding,CLIP: Actors in historic costumes woman in gold dress,{},cvhunter
vbse020,cvhunter1,1,1668163958175,60784.0,,40.0,inf,inf,10000.0,TEXT,JointEmbedding,CLIP: Actors in historic costumes woman in gold dress,{},cvhunter
vbse020,cvhunter1,1,1668163984687,87296.0,,15.0,inf,inf,10000.0,TEXT,JointEmbedding,CLIP: Actress in historic gold dress,{},cvhunter
vbse020,cvhunter1,1,1668163985345,87954.0,,15.0,inf,inf,10000.0,TEXT,JointEmbedding,CLIP: Actress in historic gold dress,{},cvhunter
vbse020,cvhunter1,1,1668163991640,94249.0,,53.0,inf,8049.0,10000.0,TEXT,JointEmbedding,CLIP: Actress in historic gold dress red,{},cvhunter
vbse020,cvhunter1,1,1668163992325,94934.0,,53.0,inf,8049.0,10000.0,TEXT,JointEmbedding,CLIP: Actress in historic gold dress red,{},cvhunter
vbse020,cvhunter1,1,1668163996369,98978.0,,285.0,inf,inf,10000.0,TEXT,JointEmbedding,CLIP: Actress in historic gold dress red wall,{},cvhunter
vbse020,cvhunter1,1,1668163996976,99585.0,,285.0,inf,inf,10000.0,TEXT,JointEmbedding,CLIP: Actress in historic gold dress red wall,{},cvhunter
vbse020,cvhunter1,1,1668164003203,105812.0,,1868.0,inf,inf,10000.0,TEXT,JointEmbedding,CLIP: Actress in historic gold dress red wall light,{},cvhunter
vbse020,cvhunter1,1,1668164003840,106449.0,,1868.0,inf,inf,10000.0,TEXT,JointEmbedding,CLIP: Actress in historic gold dress red wall light,{},cvhunter
vbse020,cvhunter1,1,1668164009451,112060.0,,285.0,inf,inf,10000.0,TEXT,JointEmbedding,CLIP: Actress in historic gold dress red wall,{},cvhunter
vbse020,cvhunter1,1,1668164010103,112712.0,,285.0,inf,inf,10000.0,TEXT,JointEmbedding,CLIP: Actress in historic gold dress red wall,{},cvhunter
vbse020,cvhunter1,1,1668164021863,124472.0,,4.0,inf,9628.0,10000.0,TEXT,JointEmbedding,CLIP: Actors in historic costumes celebrate their theater performance gold dress,{},cvhunter
vbse020,cvhunter1,1,1668164022495,125104.0,,4.0,inf,9628.0,10000.0,TEXT,JointEmbedding,CLIP: Actors in historic costumes celebrate their theater performance gold dress,{},cvhunter
vbse020,cvhunter1,1,1668164080230,182839.0,,21.0,inf,8626.0,10000.0,IMAGE,feedbackModel,Bayes CLIP 7252:7725_9441:5657_9065:812_2914:11606_395:2312_4333:7409_8810:40744_15119:4231_9158:3289_15119:24819_| group:1|5536:15200_10047:9869_10047:6194_13775:11888_9065:5275_8810:40244_8810:47981_,{},cvhunter
vbse020,cvhunter1,1,1668164120603,223212.0,,22.0,inf,678.0,10000.0,IMAGE,feedbackModel,Bayes CLIP 10047:9869_8810:40381_8810:48350_8810:67962_13775:1750_13303:1156_13775:8175_13775:3950_13775:6350_8810:68012_| group:1|5536:15200_10047:6194_4545:3800_4545:4938_4545:4525_13775:2938_10691:13254_9065:5275_,{},cvhunter
vbse020,cvhunter1,1,1668164130434,233043.0,,47.0,inf,7379.0,10000.0,TEXT,JointEmbedding,CLIP: Actors in historic costumes celebrate their theater performance gold dress light in the middle,{},cvhunter
vbse020,cvhunter1,1,1668164131144,233753.0,,47.0,inf,7379.0,10000.0,TEXT,JointEmbedding,CLIP: Actors in historic costumes celebrate their theater performance gold dress light in the middle,{},cvhunter
vbse020,cvhunter1,1,1668164149283,251892.0,,387.0,inf,2367.0,10000.0,TEXT,JointEmbedding,CLIP: Actors in costumes after theater performance gold dress light in the middle,{},cvhunter
vbse020,cvhunter1,1,1668164149998,252607.0,,387.0,inf,2367.0,10000.0,TEXT,JointEmbedding,CLIP: Actors in costumes after theater performance gold dress light in the middle,{},cvhunter
vbse020,cvhunter1,1,1668164170428,273037.0,,228.0,inf,7367.0,10000.0,TEXT,JointEmbedding,CLIP: Actors in costumes after theater performance gold dress black table,{},cvhunter
vbse020,cvhunter1,1,1668164171104,273713.0,,228.0,inf,7367.0,10000.0,TEXT,JointEmbedding,CLIP: Actors in costumes after theater performance gold dress black table,{},cvhunter
vbse020,cvhunter1,1,1668164181886,284495.0,,848.0,inf,6959.0,10000.0,TEXT,JointEmbedding,CLIP: Actors in costumes after theater performance black table,{},cvhunter
vbse020,cvhunter1,1,1668164182609,285218.0,,848.0,inf,6959.0,10000.0,TEXT,JointEmbedding,CLIP: Actors in costumes after theater performance black table,{},cvhunter
vbse020,cvhunter1,1,1668164193459,296068.0,,149.0,inf,1828.0,10000.0,TEXT,JointEmbedding,CLIP: Actors in costumes after theater performance black table with chair,{},cvhunter
vbse020,cvhunter1,1,1668164194183,296792.0,,149.0,inf,1828.0,10000.0,TEXT,JointEmbedding,CLIP: Actors in costumes after theater performance black table with chair,{},cvhunter
vbse021,cvhunter1,1,1668164277356,5933.0,11076.0,1.0,1.0,1.0,10000.0,TEXT,JointEmbedding,CLIP: Men cutting and sculpting ice blocks with a chain saw.,{},cvhunter
vbse021,cvhunter1,1,1668164278155,6732.0,11076.0,1.0,1.0,1.0,10000.0,TEXT,JointEmbedding,CLIP: Men cutting and sculpting ice blocks with a chain saw.,{},cvhunter
vbse022,cvhunter1,1,1668164333951,6078.0,9395.0,1.0,1.0,1.0,5844.0,TEXT,JointEmbedding,CLIP: People playing table tennis in an office space.,{},cvhunter
vbse022,cvhunter1,1,1668164334678,6805.0,9395.0,1.0,1.0,1.0,5844.0,TEXT,JointEmbedding,CLIP: People playing table tennis in an office space.,{},cvhunter
vbse023,cvhunter1,1,1668164510423,6490.0,,inf,inf,inf,10000.0,TEXT,JointEmbedding,CLIP: Pan between two motocross tracks with bikers moving from/to the camera.,{},cvhunter
vbse023,cvhunter1,1,1668164511089,7156.0,,inf,inf,inf,10000.0,TEXT,JointEmbedding,CLIP: Pan between two motocross tracks with bikers moving from/to the camera.,{},cvhunter
vbse023,cvhunter1,1,1668164564547,60614.0,,10.0,816.0,816.0,10000.0,TEXT,JointEmbedding,CLIP: Pan between two motocross tracks with motorbikers moving from and to the camera.,{},cvhunter
vbse023,cvhunter1,1,1668164565363,61430.0,,10.0,816.0,816.0,10000.0,TEXT,JointEmbedding,CLIP: Pan between two motocross tracks with motorbikers moving from and to the camera.,{},cvhunter
vbse024,cvhunter1,1,1668164835235,7691.0,46482.0,20.0,20.0,20.0,10000.0,TEXT,JointEmbedding,CLIP: Red oldtimer truck and bride getting in.,{},cvhunter
vbse024,cvhunter1,1,1668164836327,8783.0,46482.0,20.0,20.0,20.0,10000.0,TEXT,JointEmbedding,CLIP: Red oldtimer truck and bride getting in.,{},cvhunter
vbse025,cvhunter1,1,1668164961341,6130.0,280021.0,77.0,77.0,77.0,10000.0,TEXT,JointEmbedding,CLIP: Aerial shot moving up a parking lot over the trees.,{},cvhunter
vbse025,cvhunter1,1,1668164962266,7055.0,280021.0,77.0,77.0,77.0,10000.0,TEXT,JointEmbedding,CLIP: Aerial shot moving up a parking lot over the trees.,{},cvhunter
vbse025,cvhunter1,1,1668165005359,50148.0,280021.0,13.0,13.0,13.0,10000.0,TEXT,JointEmbedding,CLIP: Aerial shot moving up a parking lot over the trees and blue tent,{},cvhunter
vbse025,cvhunter1,1,1668165006321,51110.0,280021.0,13.0,13.0,13.0,10000.0,TEXT,JointEmbedding,CLIP: Aerial shot moving up a parking lot over the trees and blue tent,{},cvhunter
vbse025,cvhunter1,1,1668165026969,71758.0,280021.0,20.0,20.0,20.0,10000.0,TEXT,JointEmbedding,CLIP: Aerial shot moving up a parking lot over light blue tent and the trees,{},cvhunter
vbse025,cvhunter1,1,1668165027857,72646.0,280021.0,20.0,20.0,20.0,10000.0,TEXT,JointEmbedding,CLIP: Aerial shot moving up a parking lot over light blue tent and the trees,{},cvhunter
vbse025,cvhunter1,1,1668165031344,76133.0,280021.0,35.0,35.0,35.0,10000.0,TEXT,JointEmbedding,CLIP: Aerial shot moving up a parking lot over light blue tent and trees,{},cvhunter
vbse025,cvhunter1,1,1668165032233,77022.0,280021.0,35.0,35.0,35.0,10000.0,TEXT,JointEmbedding,CLIP: Aerial shot moving up a parking lot over light blue tent and trees,{},cvhunter
vbse025,cvhunter1,1,1668165069971,114760.0,280021.0,87.0,87.0,87.0,10000.0,TEXT,JointEmbedding,"CLIP: Aerial shot moving up a parking lot over light blue tent, cars and trees",{},cvhunter
vbse025,cvhunter1,1,1668165070916,115705.0,280021.0,87.0,87.0,87.0,10000.0,TEXT,JointEmbedding,"CLIP: Aerial shot moving up a parking lot over light blue tent, cars and trees",{},cvhunter
vbse025,cvhunter1,1,1668165089771,134560.0,280021.0,38.0,38.0,38.0,10000.0,TEXT,JointEmbedding,"CLIP: Dron moving up a parking lot over light blue tent, cars and trees",{},cvhunter
vbse025,cvhunter1,1,1668165090793,135582.0,280021.0,38.0,38.0,38.0,10000.0,TEXT,JointEmbedding,"CLIP: Dron moving up a parking lot over light blue tent, cars and trees",{},cvhunter
vbse025,cvhunter1,1,1668165140506,185295.0,280021.0,78.0,78.0,78.0,10000.0,TEXT,JointEmbedding,"CLIP: Dron moving over parking lot with light blue tent, cars and trees",{},cvhunter
vbse025,cvhunter1,1,1668165141641,186430.0,280021.0,78.0,78.0,78.0,10000.0,TEXT,JointEmbedding,"CLIP: Dron moving over parking lot with light blue tent, cars and trees",{},cvhunter
