task,team,user,timestamp,elapsed_since_task_start_ms,correct_submission_time_ms,rank_video,rank_shot_margin_0,rank_shot_margin_5,max_rank,category,type,value,additionals,teamFamily
vbse002,vibro3,3,1668157833000,261026.0,,2676.0,2676.0,2676.0,10000.0,IMAGE,globalFeatures, video 05284 at 00:16:37:50 (Frame #29925),{},vibro
vbse002,vibro3,3,1668157834000,262026.0,,inf,inf,inf,10000.0,TEMPORAL,text > text,blue sky  >  blurry railway tracks moving,{},vibro
vbse002,vibro3,3,1668157854000,282026.0,,inf,inf,inf,10000.0,TEMPORAL,text > frame,blue sky  >  frame 1996.jpg in video 05284 at 00:16:37:50 (Frame #29925),{},vibro
vbse002,vibro3,3,1668157862000,290026.0,,inf,inf,inf,10000.0,TEMPORAL,text > text,blue sky  >  Viewer moving fast backwards on railway tracks.,{},vibro
vbse003,vibro3,3,1668157953000,10423.0,105268.0,4.0,inf,inf,10000.0,TEXT,jointEmbedding,Close-up shot of water waves reflecting the sun.,{},vibro
vbse004,vibro3,3,1668158286000,11413.0,17408.0,6.0,6.0,6.0,10000.0,TEXT,jointEmbedding,A woman having a mobile phone call in bed,{},vibro
vbse005,vibro3,3,1668158412000,10187.0,22718.0,1.0,inf,1.0,10000.0,TEXT,jointEmbedding,A red seaplane on a lake with forests around.,{},vibro
vbse006,vibro3,3,1668158469000,12721.0,42495.0,10.0,10.0,10.0,10000.0,TEXT,jointEmbedding,Woman in yellow shirt standing in a room with a yellow sofa.,{},vibro
vbse007,vibro3,3,1668158715000,9410.0,22362.0,27.0,27.0,27.0,10000.0,TEXT,jointEmbedding,Four people waving on a mountain summit.,{},vibro
vbse008,vibro3,3,1668158782000,10061.0,160410.0,21.0,876.0,876.0,10000.0,TEXT,jointEmbedding,A white van driving between ruins.,{},vibro
vbse008,vibro3,3,1668158811000,39061.0,160410.0,495.0,inf,inf,10000.0,IMAGE,globalFeatures, video 14123 at 00:01:08:50 (Frame #1712),{},vibro
vbse008,vibro3,3,1668158827000,55061.0,160410.0,223.0,223.0,223.0,10000.0,IMAGE,globalFeatures, video 14123 at 00:01:08:50 (Frame #1712),{},vibro
vbse008,vibro3,3,1668158833000,61061.0,160410.0,624.0,inf,inf,10000.0,TEXT,jointEmbedding,white van,{},vibro
vbse008,vibro3,3,1668158842000,70061.0,160410.0,21.0,876.0,876.0,10000.0,TEXT,jointEmbedding,A white van driving between ruins.,{},vibro
vbse008,vibro3,3,1668158862000,90061.0,160410.0,495.0,inf,inf,10000.0,IMAGE,globalFeatures, video 14123 at 00:01:08:50 (Frame #1712),{},vibro
vbse008,vibro3,3,1668158866000,94061.0,160410.0,211.0,inf,inf,10000.0,TEMPORAL,text > text,ruins with blue sky  >  A white van driving between ruins.,{},vibro
vbse008,vibro3,3,1668158879000,107061.0,160410.0,6774.0,inf,inf,10000.0,TEXT,jointEmbedding,,{},vibro
vbse008,vibro3,3,1668158887000,115061.0,160410.0,21.0,876.0,876.0,10000.0,TEXT,jointEmbedding,A white van driving between ruins.,{},vibro
vbse008,vibro3,3,1668158898000,126061.0,160410.0,167.0,167.0,167.0,10000.0,TEXT,jointEmbedding,ruins with blue sky and white clouds,{},vibro
vbse008,vibro3,3,1668158914000,142061.0,160410.0,107.0,107.0,107.0,10000.0,IMAGE,globalFeatures, video 14924 at 00:03:29:00 (Frame #6263),{},vibro
vbse008,vibro3,3,1668158922000,150061.0,160410.0,5.0,5.0,5.0,10000.0,TEMPORAL,text > text,ruins with blue sky and white clouds  >  A white van driving between ruins.,{},vibro
vbse009,vibro3,3,1668159107000,10928.0,35456.0,99.0,inf,99.0,10000.0,TEXT,jointEmbedding,Two men running backwards up a downwards moving escalator.,{},vibro
vbse010,vibro3,3,1668159238000,11517.0,137979.0,251.0,251.0,251.0,10000.0,TEXT,jointEmbedding,People dancing and drumming on the street at night.,{},vibro
vbse010,vibro3,3,1668159298000,71517.0,137979.0,108.0,108.0,108.0,10000.0,TEXT,jointEmbedding,asian men drumming in the night,{},vibro
vbse010,vibro3,3,1668159310000,83517.0,137979.0,inf,inf,inf,10000.0,TEXT,jointEmbedding,dark night and latern,{},vibro
vbse010,vibro3,3,1668159327000,100517.0,137979.0,34.0,34.0,34.0,10000.0,TEXT,jointEmbedding,asian men drumming in the night on the street,{},vibro
vbse010,vibro3,3,1668159344000,117517.0,137979.0,52.0,52.0,52.0,10000.0,TEXT,jointEmbedding,dark night and latern,{},vibro
vbse010,vibro3,3,1668159349000,122517.0,137979.0,20.0,20.0,20.0,10000.0,TEMPORAL,text > text,dark night and latern  >  asian men drumming in the night on the street,{},vibro
vbse012,vibro3,3,1668159652000,9808.0,41278.0,55.0,62.0,62.0,10000.0,TEXT,jointEmbedding,View of a volcano with clouds moving in from the right.,{},vibro
vbse012,vibro3,3,1668159660000,17808.0,41278.0,52.0,64.0,64.0,10000.0,IMAGE,globalFeatures, video 03914 at 00:02:02:50 (Frame #2937),{},vibro
vbse012,vibro3,3,1668159667000,24808.0,41278.0,22.0,40.0,40.0,10000.0,IMAGE,globalFeatures, video 11493 at 00:01:03:50 (Frame #1587),{},vibro
vbse013,vibro3,3,1668160039000,14042.0,171878.0,9463.0,inf,inf,10000.0,TEXT,jointEmbedding,Flashing shots of a man on a bed and in front of a wall.,{},vibro
vbse013,vibro3,3,1668160074000,49042.0,171878.0,421.0,5377.0,5377.0,10000.0,TEXT,jointEmbedding,black shot,{},vibro
vbse013,vibro3,3,1668160078000,53042.0,171878.0,1844.0,inf,inf,10000.0,IMAGE,globalFeatures, video 03389 at 00:09:10:00 (Frame #16500),{},vibro
vbse013,vibro3,3,1668160094000,69042.0,171878.0,9785.0,inf,inf,10000.0,TEXT,jointEmbedding,young man with grafitty on the background,{},vibro
vbse013,vibro3,3,1668160104000,79042.0,171878.0,664.0,664.0,664.0,10000.0,TEXT,jointEmbedding,dark scene of young man with grafitty on the background,{},vibro
vbse013,vibro3,3,1668160109000,84042.0,171878.0,inf,inf,inf,10000.0,IMAGE,globalFeatures, video 02050 at 00:07:47:50 (Frame #11237),{},vibro
vbse013,vibro3,3,1668160110000,85042.0,171878.0,5147.0,inf,inf,10000.0,TEMPORAL,text > text,black shot  >  dark scene of young man with grafitty on the background,{},vibro
vbse013,vibro3,3,1668160127000,102042.0,171878.0,621.0,inf,inf,10000.0,TEMPORAL,text > frame,black shot  >  frame 0936.jpg in video 02050 at 00:07:47:50 (Frame #11237),{},vibro
vbse013,vibro3,3,1668160136000,111042.0,171878.0,169.0,2546.0,2546.0,10000.0,TEMPORAL,text > text,black shot  >  black and white dark scene of young man with grafitty on the background,{},vibro
vbse013,vibro3,3,1668160172000,147042.0,171878.0,246.0,326.0,326.0,10000.0,TEMPORAL,frame > text,frame 1101.jpg in video 03389 at 00:09:10:00 (Frame #16500)  >  black and white dark scene of young man with grafitty on the background,{},vibro
vbse013,vibro3,3,1668160189000,164042.0,171878.0,252.0,567.0,287.0,10000.0,TEMPORAL,frame > text,frame 1101.jpg in video 03389 at 00:09:10:00 (Frame #16500)  >  black and white dark scene of young man with grafitty on the background,{},vibro
vbse014,vibro3,3,1668160416000,8483.0,14560.0,inf,inf,inf,10000.0,TEXT,jointEmbedding,A white dress is waving in the wind over the floor.,{},vibro
vbse015,vibro3,3,1668161592000,9405.0,30343.0,1.0,1.0,1.0,10000.0,TEXT,jointEmbedding,A man lighting at a piano with a flashlight.,{},vibro
vbse016,vibro3,3,1668161946000,10188.0,15469.0,8.0,8.0,8.0,10000.0,TEXT,jointEmbedding,Small boats tied in the harbour in front of a cruise ship.,{},vibro
vbse017,vibro3,3,1668162586000,13538.0,73529.0,38.0,38.0,38.0,10000.0,TEXT,jointEmbedding,A person roasting coffee beans.,{},vibro
vbse017,vibro3,3,1668162626000,53538.0,73529.0,3.0,4.0,4.0,10000.0,IMAGE,globalFeatures, video 15810 at 00:01:34:50 (Frame #2268),{},vibro
vbse018,vibro3,3,1668163571000,10323.0,34950.0,3.0,3.0,3.0,10000.0,TEXT,jointEmbedding,A black-haired woman in a red dress walks down stairs.,{},vibro
vbse019,vibro3,3,1668163693000,13104.0,72336.0,237.0,237.0,237.0,10000.0,TEXT,jointEmbedding,A couple in black clothes kisses outside.,{},vibro
vbse019,vibro3,3,1668163732000,52104.0,72336.0,50.0,50.0,50.0,10000.0,TEXT,jointEmbedding,A couple in black clothes kisses outside in front of a grey building,{},vibro
vbse019,vibro3,3,1668163745000,65104.0,72336.0,4.0,4.0,4.0,10000.0,TEXT,jointEmbedding,A couple in black clothes kisses outside in front of a grey barn,{},vibro
vbse020,vibro3,3,1668163910000,12609.0,,62.0,266.0,266.0,10000.0,TEXT,jointEmbedding,Actors in historic costumes celebrate their theater performance.,{},vibro
vbse020,vibro3,3,1668163956000,58609.0,,5259.0,inf,6909.0,10000.0,TEXT,jointEmbedding,Actors in historic costumes with light in the background,{},vibro
vbse020,vibro3,3,1668163964000,66609.0,,584.0,inf,1657.0,10000.0,TEXT,jointEmbedding,group of actors in historic costumes with light in the background,{},vibro
vbse020,vibro3,3,1668163983000,85609.0,,245.0,245.0,245.0,10000.0,TEXT,jointEmbedding,group of actors in historic costumes with smal light in the background,{},vibro
vbse020,vibro3,3,1668164031000,133609.0,,4222.0,4222.0,4222.0,10000.0,TEXT,jointEmbedding,man in white coat walks in to a group of people,{},vibro
vbse020,vibro3,3,1668164042000,144609.0,,270.0,270.0,270.0,10000.0,TEXT,jointEmbedding,man in white coat walks in to a group of people on a dark theater stage,{},vibro
vbse020,vibro3,3,1668164056000,158609.0,,91.0,91.0,91.0,10000.0,TEXT,jointEmbedding,group of actors on a stage,{},vibro
vbse020,vibro3,3,1668164088000,190609.0,,939.0,939.0,939.0,10000.0,TEXT,jointEmbedding,group of actors on a stage with light in the background,{},vibro
vbse020,vibro3,3,1668164093000,195609.0,,185.0,280.0,280.0,10000.0,IMAGE,globalFeatures, video 04531 at 00:50:14:00 (Frame #75350),{},vibro
vbse020,vibro3,3,1668164094000,196609.0,,152.0,152.0,152.0,10000.0,TEXT,jointEmbedding,man in white coat walks in to a group of people on a dark theater stage,{},vibro
vbse020,vibro3,3,1668164130000,232609.0,,341.0,976.0,356.0,10000.0,TEMPORAL,text > text,man in white coat walks in to a group of people on a dark theater stage  >  group of actors on a stage with light in the background,{},vibro
vbse020,vibro3,3,1668164144000,246609.0,,62.0,266.0,266.0,10000.0,TEXT,jointEmbedding,Actors in historic costumes celebrate their theater performance.,{},vibro
vbse020,vibro3,3,1668164154000,256609.0,,62.0,266.0,266.0,10000.0,TEXT,jointEmbedding,Actors in historic costumes celebrate their theater performance.,{},vibro
vbse020,vibro3,3,1668164168000,270609.0,,292.0,1289.0,1289.0,10000.0,TEXT,jointEmbedding,black table on a historic set,{},vibro
vbse020,vibro3,3,1668164176000,278609.0,,140.0,308.0,308.0,10000.0,TEXT,jointEmbedding,black table on a historic set and group of actors,{},vibro
vbse020,vibro3,3,1668164183000,285609.0,,6640.0,8384.0,8384.0,10000.0,IMAGE,globalFeatures, video 05605 at 00:08:56:00 (Frame #12851),{},vibro
vbse020,vibro3,3,1668164195000,297609.0,,1276.0,1551.0,1551.0,10000.0,TEMPORAL,text > text,black table on a historic set and group of actors  >  Actors in historic costumes celebrate their theater performance.,{},vibro
vbse021,vibro3,3,1668164282000,10577.0,12566.0,1.0,inf,1.0,10000.0,TEXT,jointEmbedding,Men cutting and sculpting ice blocks with a chain saw.,{},vibro
vbse022,vibro3,3,1668164336000,8127.0,12928.0,8.0,9.0,9.0,10000.0,TEXT,jointEmbedding,People playing table tennis in an office space.,{},vibro
vbse023,vibro3,3,1668164516000,12067.0,,384.0,inf,1928.0,10000.0,TEXT,jointEmbedding,Pan between two motocross tracks with bikers moving from/to the camera.,{},vibro
vbse023,vibro3,3,1668164569000,65067.0,,342.0,inf,1162.0,10000.0,TEXT,jointEmbedding,dirtbike jumoing over ramp,{},vibro
vbse023,vibro3,3,1668164583000,79067.0,,2933.0,inf,4212.0,10000.0,TEXT,jointEmbedding,dirt bike riding on a brown road,{},vibro
vbse023,vibro3,3,1668164591000,87067.0,,1708.0,inf,2742.0,10000.0,TEXT,jointEmbedding,dirtbike riding on a brown road,{},vibro
vbse023,vibro3,3,1668164599000,95067.0,,131.0,inf,335.0,10000.0,TEXT,jointEmbedding,dirtbike race,{},vibro
vbse023,vibro3,3,1668164615000,111067.0,,33.0,inf,inf,10000.0,TEXT,jointEmbedding,single dirtbike in a race,{},vibro
vbse023,vibro3,3,1668164621000,117067.0,,126.0,285.0,285.0,10000.0,TEXT,jointEmbedding,dirtbike jumoing over ramp,{},vibro
vbse023,vibro3,3,1668164629000,125067.0,,456.0,659.0,659.0,10000.0,TEMPORAL,text > text,dirtbike jumoing over ramp  >  single dirtbike in a race,{},vibro
vbse023,vibro3,3,1668164640000,136067.0,,2.0,inf,3.0,10000.0,IMAGE,globalFeatures, video 05255 at 00:05:17:00 (Frame #7937),{},vibro
vbse023,vibro3,3,1668164641000,137067.0,,6.0,41.0,27.0,10000.0,TEMPORAL,text > text,dirtbike jumoing over ramp  >  single dirtbike in a race,{},vibro
vbse023,vibro3,3,1668164692000,188067.0,,5.0,31.0,13.0,10000.0,TEMPORAL,text > text,dirtbike jumoing over ramp  >  single dirtbike in a race,{},vibro
vbse023,vibro3,3,1668164707000,203067.0,,3.0,39.0,34.0,10000.0,TEMPORAL,text > text,dirtbike jumoing over ramp  >  single dirtbike in a race,{},vibro
vbse023,vibro3,3,1668164749000,245067.0,,12.0,40.0,40.0,10000.0,TEXT,jointEmbedding,,{},vibro
vbse023,vibro3,3,1668164765000,261067.0,,289.0,369.0,369.0,10000.0,TEXT,jointEmbedding,boy on a dirtbike with man in orange west in the background,{},vibro
vbse023,vibro3,3,1668164775000,271067.0,,30.0,inf,inf,10000.0,IMAGE,globalFeatures, video 08739 at 00:22:54:00 (Frame #32955),{},vibro
vbse023,vibro3,3,1668164801000,297067.0,,30.0,inf,inf,10000.0,IMAGE,globalFeatures, video 08739 at 00:22:54:00 (Frame #32955),{},vibro
vbse024,vibro3,3,1668164838000,10456.0,30737.0,44.0,44.0,44.0,10000.0,TEXT,jointEmbedding,Red oldtimer truck and bride getting in.,{},vibro
vbse025,vibro3,3,1668164967000,11789.0,85109.0,781.0,1139.0,1139.0,10000.0,TEXT,jointEmbedding,Aerial shot moving up a parking lot over the trees.,{},vibro
vbse025,vibro3,3,1668165005000,49789.0,85109.0,4.0,4.0,4.0,10000.0,IMAGE,globalFeatures, video 03282 at 00:00:21:00 (Frame #515),{},vibro
vbse025,vibro3,3,1668165029000,73789.0,85109.0,238.0,238.0,238.0,10000.0,TEXT,jointEmbedding,aerial shot of forest with houses on the left,{},vibro
vbse025,vibro3,3,1668165036000,80789.0,85109.0,3.0,3.0,3.0,10000.0,TEMPORAL,text > text,Aerial shot moving up a parking lot over the trees.  >  aerial shot of forest with houses on the left,{},vibro
vbse026,vibro3,3,1668165373000,8744.0,299070.0,141.0,228.0,228.0,10000.0,TEXT,jointEmbedding,A man ski touring an pulling a red sledge.,{},vibro
vbse026,vibro3,3,1668165380000,15744.0,299070.0,73.0,73.0,73.0,10000.0,IMAGE,globalFeatures, video 04739 at 00:01:50:00 (Frame #3311),{},vibro
vbse026,vibro3,3,1668165395000,30744.0,299070.0,4002.0,4242.0,4242.0,10000.0,IMAGE,globalFeatures, video 04739 at 00:00:17:00 (Frame #509),{},vibro
vbse026,vibro3,3,1668165410000,45744.0,299070.0,9357.0,inf,inf,10000.0,TEMPORAL,text > text,A man ski touring an pulling a red sledge.  >  ,{},vibro
vbse026,vibro3,3,1668165414000,49744.0,299070.0,9357.0,inf,inf,10000.0,TEMPORAL,text > text,  >  ,{},vibro
vbse026,vibro3,3,1668165418000,53744.0,299070.0,3005.0,3005.0,3005.0,10000.0,TEMPORAL,frame > text,frame 0035.jpg in video 04739 at 00:00:17:00 (Frame #509)  >  ,{},vibro
vbse026,vibro3,3,1668165420000,55744.0,299070.0,720.0,3983.0,3983.0,10000.0,IMAGE,globalFeatures, video 13000 at 00:19:37:00 (Frame #35274),{},vibro
vbse026,vibro3,3,1668165421000,56744.0,299070.0,3338.0,3338.0,3338.0,10000.0,TEMPORAL,text > text,snow and sun  >  ,{},vibro
vbse026,vibro3,3,1668165439000,74744.0,299070.0,2300.0,2300.0,2300.0,10000.0,TEMPORAL,frame > text,frame 2355.jpg in video 13000 at 00:19:37:00 (Frame #35274)  >  ,{},vibro
vbse026,vibro3,3,1668165442000,77744.0,299070.0,6680.0,9757.0,9757.0,10000.0,TEMPORAL,text > text,snow and sun over mountain  >  ,{},vibro
vbse026,vibro3,3,1668165462000,97744.0,299070.0,4276.0,inf,inf,10000.0,TEMPORAL,text > frame,snow and sun over mountain  >  frame 0035.jpg in video 04739 at 00:00:17:00 (Frame #509),{},vibro
vbse026,vibro3,3,1668165473000,108744.0,299070.0,6680.0,9757.0,9757.0,10000.0,TEMPORAL,text > text,snow and sun over mountain  >  ,{},vibro
vbse026,vibro3,3,1668165501000,136744.0,299070.0,1836.0,1836.0,1836.0,10000.0,TEMPORAL,frame > text,frame 2378.jpg in video 04341 at 00:19:48:00 (Frame #35357)  >  ,{},vibro
vbse026,vibro3,3,1668165546000,181744.0,299070.0,55.0,55.0,55.0,10000.0,TEMPORAL,frame > frame,frame 2378.jpg in video 04341 at 00:19:48:00 (Frame #35357)  >  frame 0035.jpg in video 04739 at 00:00:17:00 (Frame #509),{},vibro
vbse026,vibro3,3,1668165554000,189744.0,299070.0,3140.0,inf,7372.0,10000.0,TEXT,jointEmbedding,,{},vibro
vbse026,vibro3,3,1668165566000,201744.0,299070.0,68.0,68.0,68.0,10000.0,TEXT,jointEmbedding,snowy mountain with sun above,{},vibro
vbse026,vibro3,3,1668165598000,233744.0,299070.0,98.0,98.0,98.0,10000.0,TEXT,jointEmbedding,snowy hill with gras with sun above,{},vibro
vbse026,vibro3,3,1668165603000,238744.0,299070.0,295.0,inf,406.0,10000.0,TEMPORAL,text > frame,snowy hill with gras with sun above  >  frame 0035.jpg in video 04739 at 00:00:17:00 (Frame #509),{},vibro
vbse026,vibro3,3,1668165614000,249744.0,299070.0,220.0,inf,220.0,10000.0,TEMPORAL,text > frame,snowy hill with gras with sun above  >  frame 0035.jpg in video 04739 at 00:00:17:00 (Frame #509),{},vibro
vbse026,vibro3,3,1668165633000,268744.0,299070.0,250.0,inf,431.0,10000.0,TEMPORAL,text > frame,snowy hill with gras with sun above  >  frame 0035.jpg in video 04739 at 00:00:17:00 (Frame #509),{},vibro
vbse026,vibro3,3,1668165642000,277744.0,299070.0,29.0,3859.0,29.0,10000.0,TEMPORAL,text > text,snowy hill with gras with sun above  >  A man ski touring an pulling a red sledge.,{},vibro
vbse028,vibro3,3,1668165755000,10266.0,260143.0,15.0,15.0,15.0,10000.0,TEXT,jointEmbedding,View from a car driving cross country and through a dirty side window.,{},vibro
vbse028,vibro3,3,1668165762000,17266.0,260143.0,61.0,61.0,61.0,10000.0,IMAGE,globalFeatures, video 12998 at 00:04:42:00 (Frame #6761),{},vibro
vbse028,vibro3,3,1668165789000,44266.0,260143.0,15.0,15.0,15.0,10000.0,IMAGE,globalFeatures, video 12998 at 00:04:42:00 (Frame #6761),{},vibro
vbse028,vibro3,3,1668165796000,51266.0,260143.0,61.0,61.0,61.0,10000.0,IMAGE,globalFeatures, video 12998 at 00:04:42:00 (Frame #6761),{},vibro
vbse028,vibro3,3,1668165807000,62266.0,260143.0,165.0,165.0,165.0,10000.0,TEXT,jointEmbedding,view from inside rainy car window,{},vibro
vbse028,vibro3,3,1668165814000,69266.0,260143.0,1240.0,2928.0,2928.0,10000.0,IMAGE,globalFeatures, video 10164 at 00:02:26:00 (Frame #3512),{},vibro
vbse028,vibro3,3,1668165815000,70266.0,260143.0,230.0,483.0,483.0,10000.0,TEMPORAL,text > text,View from a car driving cross country and through a dirty side window.  >  view from inside rainy car window,{},vibro
vbse028,vibro3,3,1668165827000,82266.0,260143.0,1846.0,4491.0,4491.0,10000.0,TEXT,jointEmbedding,,{},vibro
vbse028,vibro3,3,1668165850000,105266.0,260143.0,755.0,956.0,956.0,10000.0,TEXT,jointEmbedding,View from a car driving cross country wirth blue sky,{},vibro
vbse028,vibro3,3,1668165864000,119266.0,260143.0,15.0,15.0,15.0,10000.0,TEXT,jointEmbedding,View from a car driving cross country and through a dirty side window.,{},vibro
vbse028,vibro3,3,1668165868000,123266.0,260143.0,1.0,1.0,1.0,10000.0,TEXT,jointEmbedding,View from a car driving cross country wirth blue sky,{},vibro
vbse028,vibro3,3,1668165894000,149266.0,260143.0,1.0,32.0,32.0,10000.0,TEXT,jointEmbedding,View from a car driving cross country wirth blue sky,{},vibro
vbse029,vibro3,3,1668166058000,9515.0,249546.0,121.0,121.0,121.0,10000.0,TEXT,jointEmbedding,Bride getting dressed by three women in front of a mirror.,{},vibro
vbse029,vibro3,3,1668166111000,62515.0,249546.0,275.0,960.0,960.0,10000.0,TEXT,jointEmbedding,bride with diadem and mirror in the background,{},vibro
vbse029,vibro3,3,1668166131000,82515.0,249546.0,185.0,185.0,185.0,10000.0,TEXT,jointEmbedding,bride with diadem and two other women and mirror in the background,{},vibro
vbse029,vibro3,3,1668166159000,110515.0,249546.0,1268.0,4468.0,4468.0,10000.0,TEXT,jointEmbedding,woman in sparkly dress,{},vibro
vbse029,vibro3,3,1668166165000,116515.0,249546.0,283.0,1015.0,1015.0,10000.0,TEXT,jointEmbedding,woman in sparkly white dress,{},vibro
vbse029,vibro3,3,1668166170000,121515.0,249546.0,45.0,4443.0,4443.0,10000.0,IMAGE,globalFeatures, video 13679 at 00:02:26:00 (Frame #3662),{},vibro
vbse029,vibro3,3,1668166171000,122515.0,249546.0,82.0,1482.0,1482.0,10000.0,TEXT,jointEmbedding,bride with diadem and two other women and mirror in the background,{},vibro
vbse029,vibro3,3,1668166177000,128515.0,249546.0,19.0,434.0,434.0,10000.0,TEMPORAL,text > text,bride with diadem and two other women and mirror in the background  >  woman in sparkly white dress,{},vibro
vbse029,vibro3,3,1668166210000,161515.0,249546.0,121.0,121.0,121.0,10000.0,TEXT,jointEmbedding,Bride getting dressed by three women in front of a mirror.,{},vibro
vbse029,vibro3,3,1668166239000,190515.0,249546.0,113.0,113.0,113.0,10000.0,TEXT,jointEmbedding,four woman in a room wearing sparkly white dresses,{},vibro
vbse029,vibro3,3,1668166262000,213515.0,249546.0,5.0,3115.0,46.0,10000.0,TEXT,jointEmbedding,four woman in a dark room wearing sparkly white dresses,{},vibro
vbse029,vibro3,3,1668166274000,225515.0,249546.0,9.0,48.0,48.0,10000.0,TEXT,jointEmbedding,Bride getting dressed by three women in front of a mirror.,{},vibro
vbse029,vibro3,3,1668166288000,239515.0,249546.0,9.0,40.0,40.0,10000.0,TEXT,jointEmbedding,Bride wirh diadem getting dressed by three women in front of a mirror.,{},vibro
vbse030,vibro3,3,1668166385000,7957.0,20460.0,9.0,9.0,9.0,10000.0,TEXT,jointEmbedding,View of two bridges in Venice from the water.,{},vibro
vbse031,vibro3,3,1668170076000,10677.0,158198.0,1449.0,1765.0,1765.0,10000.0,TEXT,jointEmbedding,"Close-ups of drum and guitar playing, and shots of people standing by the bushes.",{},vibro
vbse031,vibro3,3,1668170085000,19677.0,158198.0,365.0,365.0,365.0,10000.0,IMAGE,globalFeatures, video 07668 at 00:04:49:00 (Frame #8685),{},vibro
vbse031,vibro3,3,1668170104000,38677.0,158198.0,1449.0,1765.0,1765.0,10000.0,TEXT,jointEmbedding,"Close-ups of drum and guitar playing, and shots of people standing by the bushes.",{},vibro
vbse031,vibro3,3,1668170107000,41677.0,158198.0,73.0,88.0,73.0,10000.0,IMAGE,globalFeatures, video 13156 at 00:00:46:00 (Frame #1393),{},vibro
vbse031,vibro3,3,1668170125000,59677.0,158198.0,44.0,4338.0,4338.0,10000.0,TEXT,jointEmbedding,black man close up,{},vibro
vbse031,vibro3,3,1668170131000,65677.0,158198.0,1.0,3.0,2.0,10000.0,TEMPORAL,text > text,"Close-ups of drum and guitar playing, and shots of people standing by the bushes.  >  black man close up",{},vibro
