task,team,user,timestamp,elapsed_since_task_start_ms,correct_submission_time_ms,rank_video,rank_shot_margin_0,rank_shot_margin_5,category,type,value,additionals,teamFamily
vbse012,cvhunter4,4,1668159652463,10271.0,105520.0,100.0,312.0,100.0,TEXT,JointEmbedding,CLIP: View of a volcano with clouds moving in from the right.,{},cvhunter
vbse012,cvhunter4,4,1668159653704,11512.0,105520.0,100.0,312.0,100.0,TEXT,JointEmbedding,CLIP: View of a volcano with clouds moving in from the right.,{},cvhunter
vbse012,cvhunter4,4,1668159677718,35526.0,105520.0,191.0,191.0,191.0,IMAGE,feedbackModel,Bayes CLIP 5761:3375_6253:6436_1288:44685_5761:4844_426:2119_9634:5556_309:8275_13604:1275_8185:5320_9122:38994_| group:1|948:4606_,{},cvhunter
vbse012,cvhunter4,4,1668159704771,62579.0,105520.0,20.0,275.0,20.0,TEXT,JointEmbedding,CLIP: View of a volcano with clouds moving in from the right. green grass,{},cvhunter
vbse012,cvhunter4,4,1668159705807,63615.0,105520.0,20.0,275.0,20.0,TEXT,JointEmbedding,CLIP: View of a volcano with clouds moving in from the right. green grass,{},cvhunter
vbse013,cvhunter4,4,1668160037013,12055.0,197784.0,2039.0,inf,inf,TEXT,JointEmbedding,CLIP: Flashing shots of a man on a bed and in front of a wall.,{},cvhunter
vbse013,cvhunter4,4,1668160082267,57309.0,197784.0,17.0,6366.0,2552.0,TEXT,JointEmbedding,Temporal CLIP: hand in dark > window in dark,{},cvhunter
vbse013,cvhunter4,4,1668160083904,58946.0,197784.0,17.0,6366.0,2552.0,TEXT,JointEmbedding,Temporal CLIP: hand in dark > window in dark,{},cvhunter
vbse013,cvhunter4,4,1668160148715,123757.0,197784.0,48.0,648.0,648.0,TEXT,JointEmbedding,Temporal CLIP: hand in dark and graffiti > window in dark,{},cvhunter
vbse013,cvhunter4,4,1668160150268,125310.0,197784.0,48.0,648.0,648.0,TEXT,JointEmbedding,Temporal CLIP: hand in dark and graffiti > window in dark,{},cvhunter
vbse013,cvhunter4,4,1668160185083,160125.0,197784.0,2.0,26.0,26.0,IMAGE,feedbackModel,Temporal Bayes CLIP 4513:2744_1143:10145_13663:2285_11546:13314_13933:169_6258:13582_11216:3854_8096:15327_13513:1986_16828:3018_| group:1|13663:2465_| group:2|15616:6228_,{},cvhunter
vbse014,cvhunter4,4,1668160418577,11060.0,18615.0,3.0,3.0,3.0,TEXT,JointEmbedding,CLIP: A white dress is waving in the wind over the floor.,{},cvhunter
vbse015,cvhunter4,4,1668161593569,10974.0,23728.0,20.0,20.0,20.0,TEXT,JointEmbedding,CLIP: A man lighting at a piano with a flashlight.,{},cvhunter
vbse016,cvhunter4,4,1668161947284,11472.0,94366.0,26.0,282.0,26.0,TEXT,JointEmbedding,CLIP: Small boats tied in the harbour in front of a cruise ship.,{},cvhunter
vbse016,cvhunter4,4,1668161996319,60507.0,94366.0,18.0,143.0,18.0,TEXT,JointEmbedding,CLIP: Small boats tied in the harbour in front of a cruise ship. palm,{},cvhunter
vbse016,cvhunter4,4,1668161997243,61431.0,94366.0,18.0,143.0,18.0,TEXT,JointEmbedding,CLIP: Small boats tied in the harbour in front of a cruise ship. palm,{},cvhunter
vbse016,cvhunter4,4,1668162007028,71216.0,94366.0,78.0,78.0,78.0,TEXT,JointEmbedding,CLIP: Small yellow boats tied in the harbour in front of a cruise ship. palm,{},cvhunter
vbse016,cvhunter4,4,1668162007934,72122.0,94366.0,78.0,78.0,78.0,TEXT,JointEmbedding,CLIP: Small yellow boats tied in the harbour in front of a cruise ship. palm,{},cvhunter
vbse017,cvhunter4,4,1668162582488,10026.0,162032.0,28.0,28.0,28.0,TEXT,JointEmbedding,CLIP: A person roasting coffee beans.,{},cvhunter
vbse018,cvhunter4,4,1668163570634,9957.0,14881.0,19.0,19.0,19.0,TEXT,JointEmbedding,CLIP: A black-haired woman in a red dress walks down stairs.,{},cvhunter
vbse019,cvhunter4,4,1668163688798,8902.0,14115.0,5.0,5.0,5.0,TEXT,JointEmbedding,CLIP: A couple in black clothes kisses outside.,{},cvhunter
vbse020,cvhunter4,4,1668163911762,14371.0,,450.0,inf,6598.0,TEXT,JointEmbedding,CLIP: Actors in historic costumes celebrate their theater performance.,{},cvhunter
vbse020,cvhunter4,4,1668163950559,53168.0,,8.0,inf,4019.0,TEXT,JointEmbedding,CLIP: Actors in historic costumes celebrate their theater performance. golden dress,{},cvhunter
vbse020,cvhunter4,4,1668163951454,54063.0,,8.0,inf,4019.0,TEXT,JointEmbedding,CLIP: Actors in historic costumes celebrate their theater performance. golden dress,{},cvhunter
vbse020,cvhunter4,4,1668164010738,113347.0,,41.0,inf,655.0,TEXT,JointEmbedding,CLIP: Actors in historic costumes celebrate their theater performance. golden dress and red curtain,{},cvhunter
vbse020,cvhunter4,4,1668164011584,114193.0,,41.0,inf,655.0,TEXT,JointEmbedding,CLIP: Actors in historic costumes celebrate their theater performance. golden dress and red curtain,{},cvhunter
vbse020,cvhunter4,4,1668164040711,143320.0,,61.0,inf,183.0,TEXT,JointEmbedding,CLIP: Actors in historic costumes celebrate their theater performance. golden dress and red curtain and table,{},cvhunter
vbse020,cvhunter4,4,1668164041617,144226.0,,61.0,inf,183.0,TEXT,JointEmbedding,CLIP: Actors in historic costumes celebrate their theater performance. golden dress and red curtain and table,{},cvhunter
vbse020,cvhunter4,4,1668164086017,188626.0,,125.0,inf,192.0,TEXT,JointEmbedding,CLIP: Actors in historic costumes golden dress and red curtain and table,{},cvhunter
vbse020,cvhunter4,4,1668164086990,189599.0,,125.0,inf,192.0,TEXT,JointEmbedding,CLIP: Actors in historic costumes golden dress and red curtain and table,{},cvhunter
vbse020,cvhunter4,4,1668164101460,204069.0,,69.0,inf,123.0,TEXT,JointEmbedding,CLIP: Actors in historic costumes golden dress and red curtain and table with bottle,{},cvhunter
vbse020,cvhunter4,4,1668164102343,204952.0,,69.0,inf,123.0,TEXT,JointEmbedding,CLIP: Actors in historic costumes golden dress and red curtain and table with bottle,{},cvhunter
vbse020,cvhunter4,4,1668164146101,248710.0,,32.0,inf,32.0,TEXT,JointEmbedding,CLIP: Actors in historic costumes white wig and red curtain and table with bottle,{},cvhunter
vbse020,cvhunter4,4,1668164147011,249620.0,,32.0,inf,32.0,TEXT,JointEmbedding,CLIP: Actors in historic costumes white wig and red curtain and table with bottle,{},cvhunter
vbse021,cvhunter4,4,1668164279714,8291.0,14102.0,1.0,1.0,1.0,TEXT,JointEmbedding,CLIP: Men cutting and sculpting ice blocks with a chain saw.,{},cvhunter
vbse021,cvhunter4,4,1668164280616,9193.0,14102.0,1.0,1.0,1.0,TEXT,JointEmbedding,CLIP: Men cutting and sculpting ice blocks with a chain saw.,{},cvhunter
vbse021,cvhunter4,4,1668164281865,10442.0,14102.0,1.0,1.0,1.0,TEXT,JointEmbedding,CLIP: Men cutting and sculpting ice blocks with a chain saw.,{},cvhunter
vbse022,cvhunter4,4,1668164336044,8171.0,15869.0,1.0,1.0,1.0,TEXT,JointEmbedding,CLIP: People playing table tennis in an office space.,{},cvhunter
vbse022,cvhunter4,4,1668164336906,9033.0,15869.0,1.0,1.0,1.0,TEXT,JointEmbedding,CLIP: People playing table tennis in an office space.,{},cvhunter
vbse023,cvhunter4,4,1668164516127,12194.0,138697.0,inf,inf,inf,TEXT,JointEmbedding,CLIP: Pan between two motocross tracks with bikers moving from/to the camera.,{},cvhunter
vbse023,cvhunter4,4,1668164516951,13018.0,138697.0,inf,inf,inf,TEXT,JointEmbedding,CLIP: Pan between two motocross tracks with bikers moving from/to the camera.,{},cvhunter
vbse023,cvhunter4,4,1668164521741,17808.0,138697.0,inf,inf,inf,TEXT,JointEmbedding,CLIP: Pan between two motocross tracks with bikers moving from/to the camera.,{},cvhunter
vbse023,cvhunter4,4,1668164564337,60404.0,138697.0,22.0,2133.0,987.0,TEXT,JointEmbedding,CLIP: Pan between two motocross tracks with bikers ,{},cvhunter
vbse023,cvhunter4,4,1668164565318,61385.0,138697.0,22.0,2133.0,987.0,TEXT,JointEmbedding,CLIP: Pan between two motocross tracks with bikers ,{},cvhunter
vbse024,cvhunter4,4,1668164837124,9580.0,17279.0,20.0,20.0,20.0,TEXT,JointEmbedding,CLIP: Red oldtimer truck and bride getting in.,{},cvhunter
vbse025,cvhunter4,4,1668164966251,11040.0,,77.0,77.0,77.0,TEXT,JointEmbedding,CLIP: Aerial shot moving up a parking lot over the trees.,{},cvhunter
vbse025,cvhunter4,4,1668165046406,91195.0,,129.0,129.0,129.0,TEXT,JointEmbedding,Temporal CLIP: Aerial shot moving up a parking lot > green land and house from above,{},cvhunter
vbse025,cvhunter4,4,1668165047931,92720.0,,129.0,129.0,129.0,TEXT,JointEmbedding,Temporal CLIP: Aerial shot moving up a parking lot > green land and house from above,{},cvhunter
vbse025,cvhunter4,4,1668165061385,106174.0,,138.0,138.0,138.0,TEXT,JointEmbedding,Temporal CLIP: Aerial shot moving up a parking lot with white car > green land and house from above,{},cvhunter
vbse025,cvhunter4,4,1668165063091,107880.0,,138.0,138.0,138.0,TEXT,JointEmbedding,Temporal CLIP: Aerial shot moving up a parking lot with white car > green land and house from above,{},cvhunter
vbse025,cvhunter4,4,1668165089734,134523.0,,2306.0,2306.0,2306.0,TEXT,JointEmbedding,Temporal CLIP: white car > green land and house from above,{},cvhunter
vbse025,cvhunter4,4,1668165091469,136258.0,,2306.0,2306.0,2306.0,TEXT,JointEmbedding,Temporal CLIP: white car > green land and house from above,{},cvhunter
vbse025,cvhunter4,4,1668165118834,163623.0,,806.0,806.0,806.0,TEXT,JointEmbedding,Temporal CLIP: white car parking > green land and house from above,{},cvhunter
vbse025,cvhunter4,4,1668165120493,165282.0,,806.0,806.0,806.0,TEXT,JointEmbedding,Temporal CLIP: white car parking > green land and house from above,{},cvhunter
vbse025,cvhunter4,4,1668165153513,198302.0,,556.0,594.0,556.0,TEXT,JointEmbedding,Temporal CLIP: white bus parking > green land and house from above,{},cvhunter
vbse025,cvhunter4,4,1668165155098,199887.0,,556.0,594.0,556.0,TEXT,JointEmbedding,Temporal CLIP: white bus parking > green land and house from above,{},cvhunter
vbse025,cvhunter4,4,1668165173506,218295.0,,389.0,389.0,389.0,IMAGE,feedbackModel,Temporal Bayes CLIP 1020:11438_1239:8056_1020:2119_8046:24915_1020:3381_10953:4098_1020:9456_1020:1256_1020:13331_1020:7150_| group:1|5443:7470_,{},cvhunter
vbse025,cvhunter4,4,1668165195661,240450.0,,160.0,171.0,160.0,IMAGE,feedbackModel,Temporal Bayes CLIP 5443:7140_5284:12112_1239:8056_2317:577_10953:4076_2402:21731_5284:12870_1238:5305_2553:13741_2402:75062_| group:1|10938:2838_,{},cvhunter
vbse025,cvhunter4,4,1668165211830,256619.0,,125.0,134.0,125.0,IMAGE,feedbackModel,Temporal Bayes CLIP 10938:2812_5443:7140_1239:8056_10586:3881_10938:4675_5284:12112_1475:2475_10586:3042_10586:2075_2553:13741_| group:1|2561:24119_15428:4112_,{},cvhunter
vbse025,cvhunter4,4,1668165233355,278144.0,,58.0,59.0,58.0,IMAGE,feedbackModel,Temporal Bayes CLIP 10938:2812_2561:24062_5443:7140_15428:3688_1239:8056_2553:13741_14567:4833_2402:21731_8493:5425_887:22_| group:1|12880:6428_,{},cvhunter
vbse026,cvhunter4,4,1668165372414,8158.0,,5.0,182.0,182.0,TEXT,JointEmbedding,CLIP: A man ski touring an pulling a red sledge.,{},cvhunter
vbse026,cvhunter4,4,1668165403320,39064.0,,23.0,71.0,71.0,IMAGE,feedbackModel,Bayes CLIP 9854:4233_4739:4323_9622:4585_9622:4660_10099:3269_4739:2937_9622:4930_9622:4968_4332:6728_9622:4698_| group:1|4739:3042_,{},cvhunter
vbse026,cvhunter4,4,1668165450409,86153.0,,29.0,56.0,56.0,IMAGE,feedbackModel,Bayes CLIP 4739:1356_6243:3589_6506:689_122:14406_7362:3132_6589:5594_13627:7200_7895:5988_1823:2456_7873:12797_| group:1|9552:5012_3390:11106_,{},cvhunter
vbse026,cvhunter4,4,1668165512465,148209.0,,328.0,328.0,328.0,TEXT,JointEmbedding,CLIP: red bag on silver sledge and lag,{},cvhunter
vbse026,cvhunter4,4,1668165513562,149306.0,,328.0,328.0,328.0,TEXT,JointEmbedding,CLIP: red bag on silver sledge and lag,{},cvhunter
vbse026,cvhunter4,4,1668165557709,193453.0,,310.0,455.0,455.0,TEXT,JointEmbedding,CLIP: red bag on silver sledge and leg,{},cvhunter
vbse026,cvhunter4,4,1668165558664,194408.0,,310.0,455.0,455.0,TEXT,JointEmbedding,CLIP: red bag on silver sledge and leg,{},cvhunter
vbse026,cvhunter4,4,1668165617832,253576.0,,36.0,36.0,36.0,IMAGE,JointEmbedding,4739:3042 : rows=True,{},cvhunter
vbse028,cvhunter4,4,1668165754676,9942.0,107970.0,69.0,524.0,524.0,TEXT,JointEmbedding,CLIP: View from a car driving cross country and through a dirty side window.,{},cvhunter
vbse028,cvhunter4,4,1668165755673,10939.0,107970.0,69.0,524.0,524.0,TEXT,JointEmbedding,CLIP: View from a car driving cross country and through a dirty side window.,{},cvhunter
vbse029,cvhunter4,4,1668166057290,8805.0,37371.0,12.0,40.0,40.0,TEXT,JointEmbedding,CLIP: Bride getting dressed by three women in front of a mirror.,{},cvhunter
vbse030,cvhunter4,4,1668166383657,6614.0,57853.0,4.0,14.0,14.0,TEXT,JointEmbedding,CLIP: View of two bridges in Venice from the water.,{},cvhunter
vbse031,cvhunter4,4,1668170075551,10228.0,154474.0,1754.0,3596.0,3596.0,TEXT,JointEmbedding,"CLIP: Close-ups of drum and guitar playing, and shots of people standing by the bushes.",{},cvhunter
vbse031,cvhunter4,4,1668170121883,56560.0,154474.0,100.0,100.0,100.0,TEXT,JointEmbedding,"CLIP: Close-ups of drum and guitar playing, and shots of people standing by the bushes : white guitar",{},cvhunter
vbse031,cvhunter4,4,1668170122782,57459.0,154474.0,100.0,100.0,100.0,TEXT,JointEmbedding,"CLIP: Close-ups of drum and guitar playing, and shots of people standing by the bushes : white guitar",{},cvhunter
vbse031,cvhunter4,4,1668170132194,66871.0,154474.0,105.0,105.0,105.0,TEXT,JointEmbedding,"Temporal CLIP: Close-ups of drum and guitar playing, and shots of people standing by the bushes > white guitar",{},cvhunter
vbse031,cvhunter4,4,1668170133794,68471.0,154474.0,105.0,105.0,105.0,TEXT,JointEmbedding,"Temporal CLIP: Close-ups of drum and guitar playing, and shots of people standing by the bushes > white guitar",{},cvhunter
vbse031,cvhunter4,4,1668170148969,83646.0,154474.0,183.0,183.0,183.0,TEXT,JointEmbedding,CLIP: white guitar,{},cvhunter
vbse031,cvhunter4,4,1668170149905,84582.0,154474.0,183.0,183.0,183.0,TEXT,JointEmbedding,CLIP: white guitar,{},cvhunter
vbse031,cvhunter4,4,1668170175074,109751.0,154474.0,217.0,242.0,217.0,TEXT,JointEmbedding,Temporal CLIP: white guitar > tooth,{},cvhunter
vbse031,cvhunter4,4,1668170176558,111235.0,154474.0,217.0,242.0,217.0,TEXT,JointEmbedding,Temporal CLIP: white guitar > tooth,{},cvhunter
vbse031,cvhunter4,4,1668170198582,133259.0,154474.0,25.0,25.0,25.0,TEXT,JointEmbedding,Temporal CLIP: white guitar > tooth and lips,{},cvhunter
vbse031,cvhunter4,4,1668170200238,134915.0,154474.0,25.0,25.0,25.0,TEXT,JointEmbedding,Temporal CLIP: white guitar > tooth and lips,{},cvhunter
vbse031,cvhunter4,4,1668170214566,149243.0,154474.0,2.0,2.0,2.0,IMAGE,feedbackModel,Temporal Bayes CLIP 2230:6593_2575:4094_3035:1944_9265:6012_12694:34410_2575:5875_14350:7675_4145:7050_14350:8888_3900:25650_| group:1|14350:8956_| group:2|3900:25794_,{},cvhunter
vbse032,cvhunter4,4,1668170421872,10350.0,155994.0,101.0,101.0,101.0,TEXT,JointEmbedding,CLIP: A person interacting with a sound-effects keyboard.,{},cvhunter
vbse032,cvhunter4,4,1668170474282,62760.0,155994.0,29.0,32.0,29.0,IMAGE,JointEmbedding,4751:4638 : rows=True,{},cvhunter
vbse032,cvhunter4,4,1668170506568,95046.0,155994.0,140.0,140.0,140.0,TEXT,JointEmbedding,Temporal CLIP: A person interacting with a sound-effects keyboard > detail of a keyboard,{},cvhunter
vbse032,cvhunter4,4,1668170507971,96449.0,155994.0,140.0,140.0,140.0,TEXT,JointEmbedding,Temporal CLIP: A person interacting with a sound-effects keyboard > detail of a keyboard,{},cvhunter
vbse032,cvhunter4,4,1668170563931,152409.0,155994.0,5.0,5.0,5.0,IMAGE,feedbackModel,Temporal Bayes CLIP 8391:19738_86:2575_86:2744_4352:1626_8391:32381_4957:1296_4105:50_4352:974_2024:4335_10496:40362_| group:2|4352:1693_,{},cvhunter
vbse033,cvhunter4,4,1668170957186,11940.0,,342.0,342.0,342.0,TEXT,JointEmbedding,CLIP: Close-ups of ochre rocks with curvy carvings.,{},cvhunter
vbse033,cvhunter4,4,1668171003867,58621.0,,273.0,273.0,273.0,TEXT,JointEmbedding,CLIP: Close-ups of ochre rocks with curvy carvings. bars,{},cvhunter
vbse033,cvhunter4,4,1668171004745,59499.0,,273.0,273.0,273.0,TEXT,JointEmbedding,CLIP: Close-ups of ochre rocks with curvy carvings. bars,{},cvhunter
vbse033,cvhunter4,4,1668171063176,117930.0,,322.0,1966.0,1966.0,TEXT,JointEmbedding,CLIP: ochre rocks with curvy carvings and bars,{},cvhunter
vbse033,cvhunter4,4,1668171064103,118857.0,,322.0,1966.0,1966.0,TEXT,JointEmbedding,CLIP: ochre rocks with curvy carvings and bars,{},cvhunter
vbse033,cvhunter4,4,1668171070462,125216.0,,359.0,359.0,359.0,TEXT,JointEmbedding,Temporal CLIP: ochre rocks with curvy carvings > bars,{},cvhunter
vbse033,cvhunter4,4,1668171071923,126677.0,,359.0,359.0,359.0,TEXT,JointEmbedding,Temporal CLIP: ochre rocks with curvy carvings > bars,{},cvhunter
vbse033,cvhunter4,4,1668171120880,175634.0,,122.0,122.0,122.0,IMAGE,feedbackModel,Temporal Bayes CLIP 15737:5981_11062:13007_6260:9300_11417:4870_7384:6544_12936:5069_7635:2125_5573:5717_6952:619_7855:10782_| group:1|7732:31304_13296:25462_,{},cvhunter
vbse033,cvhunter4,4,1668171185816,240570.0,,218.0,218.0,218.0,IMAGE,feedbackModel,Temporal Bayes CLIP 7732:31244_13296:25431_12170:6725_6260:9231_12170:11700_4021:2030_4021:1461_10856:2795_15296:8556_8066:10737_| group:2|16993:1109_,{},cvhunter
vbse033,cvhunter4,4,1668171209430,264184.0,,188.0,188.0,188.0,IMAGE,feedbackModel,Temporal Bayes CLIP 7732:31244_16993:899_8066:22118_13296:25431_14427:3444_7384:6375_9555:9142_12170:6725_7732:22830_11716:1750_| group:1|5589:6219_,{},cvhunter
vbse033,cvhunter4,4,1668171241367,296121.0,,39.0,39.0,39.0,IMAGE,feedbackModel,Temporal Bayes CLIP 16993:899_7732:31244_5589:6196_8066:22118_525:5762_5589:6144_13296:25481_7384:6544_11110:5419_14427:3756_| group:2|13491:6825_,{},cvhunter
vbse034,cvhunter4,4,1668171308266,16053.0,24924.0,59.0,59.0,59.0,TEXT,JointEmbedding,CLIP: A black-and-white video showing a diver moving upwards.,{},cvhunter
vbse034,cvhunter4,4,1668171309201,16988.0,24924.0,59.0,59.0,59.0,TEXT,JointEmbedding,CLIP: A black-and-white video showing a diver moving upwards.,{},cvhunter
vbse035,cvhunter4,4,1668171420701,7612.0,17574.0,28.0,1232.0,28.0,TEXT,JointEmbedding,"CLIP: A moving ferris wheel, recorded from the front and below.",{},cvhunter
vbse035,cvhunter4,4,1668171421600,8511.0,17574.0,28.0,1232.0,28.0,TEXT,JointEmbedding,"CLIP: A moving ferris wheel, recorded from the front and below.",{},cvhunter
vbse037,cvhunter4,4,1668171780602,8806.0,38307.0,4.0,4.0,4.0,TEXT,JointEmbedding,CLIP: A group of people paddling in a boat at night.,{},cvhunter
vbse038,cvhunter4,4,1668172162632,6829.0,106606.0,55.0,6061.0,6061.0,TEXT,JointEmbedding,CLIP: A demonstration of the setup of a metal oven flue through the roof.,{},cvhunter
vbse038,cvhunter4,4,1668172235534,79731.0,106606.0,1.0,2.0,2.0,IMAGE,JointEmbedding,15681:5057 : rows=True,{},cvhunter
vbse039,cvhunter4,4,1668172354415,10004.0,118299.0,inf,inf,inf,TEXT,JointEmbedding,CLIP: A rock carving followed by a picture of a stone/rock sculpture.,{},cvhunter
vbse039,cvhunter4,4,1668172373678,29267.0,118299.0,inf,inf,inf,TEXT,JointEmbedding,CLIP: A rock carving followed by a picture of a stone/rock sculpture.,{},cvhunter
vbse039,cvhunter4,4,1668172406144,61733.0,118299.0,inf,inf,inf,TEXT,JointEmbedding,Temporal CLIP: A rock carving > picture of a stone/rock sculpture.,{},cvhunter
vbse039,cvhunter4,4,1668172407640,63229.0,118299.0,inf,inf,inf,TEXT,JointEmbedding,Temporal CLIP: A rock carving > picture of a stone/rock sculpture.,{},cvhunter
vbse039,cvhunter4,4,1668172433506,89095.0,118299.0,49.0,152.0,49.0,TEXT,JointEmbedding,Temporal CLIP: A rock > picture on a stone,{},cvhunter
vbse039,cvhunter4,4,1668172435188,90777.0,118299.0,49.0,152.0,49.0,TEXT,JointEmbedding,Temporal CLIP: A rock > picture on a stone,{},cvhunter
vbse039,cvhunter4,4,1668172453629,109218.0,118299.0,7.0,119.0,7.0,IMAGE,feedbackModel,Temporal Bayes CLIP 5904:5477_3784:8684_11312:3175_15018:9544_525:6844_15018:8900_12539:2742_525:1425_9990:4987_11468:6481_| group:2|14080:2922_,{},cvhunter
