task,team,user,timestamp,elapsed_since_task_start_ms,correct_submission_time_ms,rank_video,rank_shot_margin_0,rank_shot_margin_5,max_rank,category,type,value,additionals,teamFamily
vbse010,cvhunter2,2,1668159237179,10696.0,120805.0,232.0,232.0,232.0,6303.0,TEXT,JointEmbedding,CLIP: People dancing and drumming on the street at night.,{},cvhunter
vbse010,cvhunter2,2,1668159286556,60073.0,120805.0,337.0,337.0,337.0,10000.0,TEXT,JointEmbedding,CLIP: People dancing and drumming on the street at night. in african clothes,{},cvhunter
vbse010,cvhunter2,2,1668159287224,60741.0,120805.0,337.0,337.0,337.0,10000.0,TEXT,JointEmbedding,CLIP: People dancing and drumming on the street at night. in african clothes,{},cvhunter
vbse010,cvhunter2,2,1668159329709,103226.0,120805.0,24.0,24.0,24.0,10000.0,TEXT,JointEmbedding,CLIP: People dancing and drumming on the street at night lemondequitourne,{},cvhunter
vbse010,cvhunter2,2,1668159330360,103877.0,120805.0,24.0,24.0,24.0,10000.0,TEXT,JointEmbedding,CLIP: People dancing and drumming on the street at night lemondequitourne,{},cvhunter
vbse012,cvhunter2,2,1668159650246,8054.0,61171.0,100.0,312.0,100.0,10000.0,TEXT,JointEmbedding,CLIP: View of a volcano with clouds moving in from the right.,{},cvhunter
vbse012,cvhunter2,2,1668159651146,8954.0,61171.0,100.0,312.0,100.0,10000.0,TEXT,JointEmbedding,CLIP: View of a volcano with clouds moving in from the right.,{},cvhunter
vbse012,cvhunter2,2,1668159665478,23286.0,61171.0,449.0,3266.0,1040.0,10000.0,IMAGE,feedbackModel,Bayes CLIP 5761:3375_8185:1086_13415:6_9634:5544_6985:4019_8185:5132_15380:4597_12095:36512_5025:6481_251:732_| group:1|948:4606_3914:2949_8185:1536_8185:2293_,{},cvhunter
vbse012,cvhunter2,2,1668159681337,39145.0,61171.0,238.0,270.0,270.0,10000.0,IMAGE,feedbackModel,Bayes CLIP 8185:2293_3914:5209_15537:262_15537:150_8185:2727_8185:5544_426:4600_11116:2952_7732:4810_5302:2556_| group:1|309:8325_,{},cvhunter
vbse012,cvhunter2,2,1668159687038,44846.0,61171.0,9.0,9.0,9.0,5496.0,IMAGE,JointEmbedding,15537:150 : rows=True,{},cvhunter
vbse013,cvhunter2,2,1668160033722,8764.0,,2039.0,inf,inf,10000.0,TEXT,JointEmbedding,CLIP: Flashing shots of a man on a bed and in front of a wall.,{},cvhunter
vbse013,cvhunter2,2,1668160034602,9644.0,,2039.0,inf,inf,10000.0,TEXT,JointEmbedding,CLIP: Flashing shots of a man on a bed and in front of a wall.,{},cvhunter
vbse013,cvhunter2,2,1668160069060,44102.0,,2175.0,inf,inf,10000.0,IMAGE,feedbackModel,Bayes CLIP 1025:13650_9979:22058_10824:11631_15491:74288_2561:1100_4162:35906_14830:1896_16540:10425_13050:1112_13050:1438_| group:1|11272:7253_3089:9225_7541:19650_,{},cvhunter
vbse013,cvhunter2,2,1668160090022,65064.0,,1696.0,4162.0,4162.0,10000.0,TEXT,JointEmbedding,Temporal CLIP: Flashing shots of a man on a bed and in front of a wall > black grafitti,{},cvhunter
vbse013,cvhunter2,2,1668160090948,65990.0,,1696.0,4162.0,4162.0,10000.0,TEXT,JointEmbedding,Temporal CLIP: Flashing shots of a man on a bed and in front of a wall > black grafitti,{},cvhunter
vbse013,cvhunter2,2,1668160097788,72830.0,,440.0,1084.0,1084.0,10000.0,TEXT,JointEmbedding,Temporal CLIP: Flashing shots of a man on a bed and in front of a wall > black grafitti in dark,{},cvhunter
vbse013,cvhunter2,2,1668160098783,73825.0,,440.0,1084.0,1084.0,10000.0,TEXT,JointEmbedding,Temporal CLIP: Flashing shots of a man on a bed and in front of a wall > black grafitti in dark,{},cvhunter
vbse013,cvhunter2,2,1668160113489,88531.0,,574.0,2313.0,2313.0,10000.0,IMAGE,feedbackModel,Temporal Bayes CLIP 11460:25_7876:3297_11460:10138_7876:2075_13650:495_13650:536_7876:2465_1166:8806_4164:23050_2682:3326_| group:1|2682:3169_| group:2|3757:1005_,{},cvhunter
vbse013,cvhunter2,2,1668160125069,100111.0,,234.0,234.0,234.0,374.0,IMAGE,JointEmbedding,1963:662 : rows=True,{},cvhunter
vbse013,cvhunter2,2,1668160198661,173703.0,,454.0,2649.0,2649.0,10000.0,TEXT,JointEmbedding,Temporal CLIP: man on a bed and in front of a wall > black grafitti in dark,{},cvhunter
vbse013,cvhunter2,2,1668160199645,174687.0,,454.0,2649.0,2649.0,10000.0,TEXT,JointEmbedding,Temporal CLIP: man on a bed and in front of a wall > black grafitti in dark,{},cvhunter
vbse013,cvhunter2,2,1668160203771,178813.0,,905.0,1017.0,1017.0,10000.0,TEXT,JointEmbedding,Temporal CLIP: man on a bed > black grafitti in dark,{},cvhunter
vbse013,cvhunter2,2,1668160204934,179976.0,,905.0,1017.0,1017.0,10000.0,TEXT,JointEmbedding,Temporal CLIP: man on a bed > black grafitti in dark,{},cvhunter
vbse013,cvhunter2,2,1668160209100,184142.0,,625.0,625.0,625.0,10000.0,TEXT,JointEmbedding,Temporal CLIP: man on a bed > black grafitti in dark on wall,{},cvhunter
vbse013,cvhunter2,2,1668160210127,185169.0,,625.0,625.0,625.0,10000.0,TEXT,JointEmbedding,Temporal CLIP: man on a bed > black grafitti in dark on wall,{},cvhunter
vbse013,cvhunter2,2,1668160276426,251468.0,,374.0,3584.0,3584.0,10000.0,IMAGE,feedbackModel,Temporal Bayes CLIP 4164:22825_9630:3094_7876:1791_7300:3262_7876:3267_3969:4609_1166:8081_1407:2094_6258:12318_7876:1993_| group:2|3757:916_3757:1005_,{},cvhunter
vbse013,cvhunter2,2,1668160295740,270782.0,,inf,inf,inf,10000.0,IMAGE,JointEmbedding,6353:21800 : rows=True,{},cvhunter
vbse014,cvhunter2,2,1668160416251,8734.0,19289.0,3.0,3.0,3.0,10000.0,TEXT,JointEmbedding,CLIP: A white dress is waving in the wind over the floor.,{},cvhunter
vbse014,cvhunter2,2,1668160417133,9616.0,19289.0,3.0,3.0,3.0,10000.0,TEXT,JointEmbedding,CLIP: A white dress is waving in the wind over the floor.,{},cvhunter
vbse015,cvhunter2,2,1668161601423,18828.0,84179.0,20.0,20.0,20.0,10000.0,TEXT,JointEmbedding,CLIP: A man lighting at a piano with a flashlight.,{},cvhunter
vbse015,cvhunter2,2,1668161602100,19505.0,84179.0,20.0,20.0,20.0,10000.0,TEXT,JointEmbedding,CLIP: A man lighting at a piano with a flashlight.,{},cvhunter
vbse015,cvhunter2,2,1668161636402,53807.0,84179.0,2.0,2.0,2.0,10000.0,TEXT,JointEmbedding,CLIP: A man lighting at a piano with a blue flashlight.,{},cvhunter
vbse015,cvhunter2,2,1668161637095,54500.0,84179.0,2.0,2.0,2.0,10000.0,TEXT,JointEmbedding,CLIP: A man lighting at a piano with a blue flashlight.,{},cvhunter
vbse016,cvhunter2,2,1668161944519,8707.0,140096.0,26.0,282.0,26.0,10000.0,TEXT,JointEmbedding,CLIP: Small boats tied in the harbour in front of a cruise ship.,{},cvhunter
vbse016,cvhunter2,2,1668161945220,9408.0,140096.0,26.0,282.0,26.0,10000.0,TEXT,JointEmbedding,CLIP: Small boats tied in the harbour in front of a cruise ship.,{},cvhunter
vbse016,cvhunter2,2,1668161997126,61314.0,140096.0,89.0,89.0,89.0,10000.0,TEXT,JointEmbedding,Temporal CLIP: Small boats tied in the harbour > a cruise ship,{},cvhunter
vbse016,cvhunter2,2,1668161998209,62397.0,140096.0,89.0,89.0,89.0,10000.0,TEXT,JointEmbedding,Temporal CLIP: Small boats tied in the harbour > a cruise ship,{},cvhunter
vbse016,cvhunter2,2,1668162015853,80041.0,140096.0,18.0,18.0,18.0,10000.0,TEXT,JointEmbedding,Temporal CLIP: Small colorful boats tied in the harbour > a cruise ship,{},cvhunter
vbse016,cvhunter2,2,1668162016877,81065.0,140096.0,18.0,18.0,18.0,10000.0,TEXT,JointEmbedding,Temporal CLIP: Small colorful boats tied in the harbour > a cruise ship,{},cvhunter
vbse016,cvhunter2,2,1668162025159,89347.0,140096.0,19.0,19.0,19.0,10000.0,TEXT,JointEmbedding,CLIP: Small colorful boats tied in the harbour in front of a cruise ship,{},cvhunter
vbse016,cvhunter2,2,1668162025854,90042.0,140096.0,19.0,19.0,19.0,10000.0,TEXT,JointEmbedding,CLIP: Small colorful boats tied in the harbour in front of a cruise ship,{},cvhunter
vbse016,cvhunter2,2,1668162030121,94309.0,140096.0,19.0,19.0,19.0,10000.0,TEXT,JointEmbedding,CLIP: Small colorful boats tied in the harbour in front of a cruise ship,{},cvhunter
vbse016,cvhunter2,2,1668162030750,94938.0,140096.0,19.0,19.0,19.0,10000.0,TEXT,JointEmbedding,CLIP: Small colorful boats tied in the harbour in front of a cruise ship,{},cvhunter
vbse016,cvhunter2,2,1668162064193,128381.0,140096.0,24.0,24.0,24.0,10000.0,IMAGE,feedbackModel,Bayes CLIP 11227:656_11586:2731_13566:7035_7205:337_2685:1219_4089:2506_11062:7867_8506:19001_3042:5872_11586:1056_| group:1|12378:3312_13509:4833_11538:5175_14405:28335_,{},cvhunter
vbse017,cvhunter2,2,1668162580673,8211.0,19481.0,28.0,28.0,28.0,9842.0,TEXT,JointEmbedding,CLIP: A person roasting coffee beans.,{},cvhunter
vbse017,cvhunter2,2,1668162581312,8850.0,19481.0,28.0,28.0,28.0,9842.0,TEXT,JointEmbedding,CLIP: A person roasting coffee beans.,{},cvhunter
vbse018,cvhunter2,2,1668163570118,9441.0,19056.0,19.0,19.0,19.0,10000.0,TEXT,JointEmbedding,CLIP: A black-haired woman in a red dress walks down stairs.,{},cvhunter
vbse018,cvhunter2,2,1668163570843,10166.0,19056.0,19.0,19.0,19.0,10000.0,TEXT,JointEmbedding,CLIP: A black-haired woman in a red dress walks down stairs.,{},cvhunter
vbse019,cvhunter2,2,1668163687828,7932.0,13070.0,5.0,5.0,5.0,10000.0,TEXT,JointEmbedding,CLIP: A couple in black clothes kisses outside.,{},cvhunter
vbse019,cvhunter2,2,1668163688532,8636.0,13070.0,5.0,5.0,5.0,10000.0,TEXT,JointEmbedding,CLIP: A couple in black clothes kisses outside.,{},cvhunter
vbse020,cvhunter2,2,1668163905292,7901.0,,450.0,inf,6598.0,10000.0,TEXT,JointEmbedding,CLIP: Actors in historic costumes celebrate their theater performance.,{},cvhunter
vbse020,cvhunter2,2,1668163906071,8680.0,,450.0,inf,6598.0,10000.0,TEXT,JointEmbedding,CLIP: Actors in historic costumes celebrate their theater performance.,{},cvhunter
vbse020,cvhunter2,2,1668163955757,58366.0,,1383.0,inf,4545.0,10000.0,TEXT,JointEmbedding,Temporal CLIP: Actors in historic costumes celebrate their theater performance > hugging,{},cvhunter
vbse020,cvhunter2,2,1668163957008,59617.0,,1383.0,inf,4545.0,10000.0,TEXT,JointEmbedding,Temporal CLIP: Actors in historic costumes celebrate their theater performance > hugging,{},cvhunter
vbse020,cvhunter2,2,1668164017311,119920.0,,1640.0,inf,inf,10000.0,TEXT,JointEmbedding,CLIP: Actors in historic costumes celebrate their theater performance,{},cvhunter
vbse020,cvhunter2,2,1668164018024,120633.0,,1640.0,inf,inf,10000.0,TEXT,JointEmbedding,CLIP: Actors in historic costumes celebrate their theater performance,{},cvhunter
vbse020,cvhunter2,2,1668164025025,127634.0,,1235.0,inf,inf,10000.0,TEXT,JointEmbedding,"CLIP: Actors in historic costumes celebrate their theater performance, hugging",{},cvhunter
vbse020,cvhunter2,2,1668164025751,128360.0,,1235.0,inf,inf,10000.0,TEXT,JointEmbedding,"CLIP: Actors in historic costumes celebrate their theater performance, hugging",{},cvhunter
vbse020,cvhunter2,2,1668164026463,129072.0,,1235.0,inf,inf,10000.0,TEXT,JointEmbedding,"CLIP: Actors in historic costumes celebrate their theater performance, hugging",{},cvhunter
vbse020,cvhunter2,2,1668164027172,129781.0,,1235.0,inf,inf,10000.0,TEXT,JointEmbedding,"CLIP: Actors in historic costumes celebrate their theater performance, hugging",{},cvhunter
vbse020,cvhunter2,2,1668164036067,138676.0,,791.0,inf,inf,10000.0,TEXT,JointEmbedding,"CLIP: Actors in historic costumes celebrate their theater performance, hugging in cround",{},cvhunter
vbse020,cvhunter2,2,1668164036765,139374.0,,791.0,inf,inf,10000.0,TEXT,JointEmbedding,"CLIP: Actors in historic costumes celebrate their theater performance, hugging in cround",{},cvhunter
vbse020,cvhunter2,2,1668164069664,172273.0,,823.0,inf,inf,10000.0,TEXT,JointEmbedding,"CLIP: Actors in historic costumes celebrate their theater performance, hugging in cround inside",{},cvhunter
vbse020,cvhunter2,2,1668164070471,173080.0,,823.0,inf,inf,10000.0,TEXT,JointEmbedding,"CLIP: Actors in historic costumes celebrate their theater performance, hugging in cround inside",{},cvhunter
vbse021,cvhunter2,2,1668164280370,8947.0,14004.0,1.0,1.0,1.0,10000.0,TEXT,JointEmbedding,CLIP: Men cutting and sculpting ice blocks with a chain saw.,{},cvhunter
vbse021,cvhunter2,2,1668164281230,9807.0,14004.0,1.0,1.0,1.0,10000.0,TEXT,JointEmbedding,CLIP: Men cutting and sculpting ice blocks with a chain saw.,{},cvhunter
vbse022,cvhunter2,2,1668164335343,7470.0,22855.0,1.0,1.0,1.0,5844.0,TEXT,JointEmbedding,CLIP: People playing table tennis in an office space.,{},cvhunter
vbse022,cvhunter2,2,1668164336011,8138.0,22855.0,1.0,1.0,1.0,5844.0,TEXT,JointEmbedding,CLIP: People playing table tennis in an office space.,{},cvhunter
vbse023,cvhunter2,2,1668164517695,13762.0,197004.0,inf,inf,inf,10000.0,TEXT,JointEmbedding,CLIP: Pan between two motocross tracks with bikers moving from/to the camera.,{},cvhunter
vbse023,cvhunter2,2,1668164518368,14435.0,197004.0,inf,inf,inf,10000.0,TEXT,JointEmbedding,CLIP: Pan between two motocross tracks with bikers moving from/to the camera.,{},cvhunter
vbse023,cvhunter2,2,1668164559132,55199.0,197004.0,22.0,2133.0,987.0,10000.0,TEXT,JointEmbedding,CLIP: Pan between two motocross tracks with bikers,{},cvhunter
vbse023,cvhunter2,2,1668164559922,55989.0,197004.0,22.0,2133.0,987.0,10000.0,TEXT,JointEmbedding,CLIP: Pan between two motocross tracks with bikers,{},cvhunter
vbse023,cvhunter2,2,1668164654276,150343.0,197004.0,52.0,3417.0,2472.0,10000.0,TEXT,JointEmbedding,"CLIP: Pan between two motocross tracks with bikers, kids",{},cvhunter
vbse023,cvhunter2,2,1668164655105,151172.0,197004.0,52.0,3417.0,2472.0,10000.0,TEXT,JointEmbedding,"CLIP: Pan between two motocross tracks with bikers, kids",{},cvhunter
vbse023,cvhunter2,2,1668164659825,155892.0,197004.0,22.0,2133.0,987.0,10000.0,TEXT,JointEmbedding,CLIP: Pan between two motocross tracks with bikers,{},cvhunter
vbse023,cvhunter2,2,1668164660501,156568.0,197004.0,22.0,2133.0,987.0,10000.0,TEXT,JointEmbedding,CLIP: Pan between two motocross tracks with bikers,{},cvhunter
vbse024,cvhunter2,2,1668164835235,7691.0,15394.0,20.0,20.0,20.0,10000.0,TEXT,JointEmbedding,CLIP: Red oldtimer truck and bride getting in.,{},cvhunter
vbse024,cvhunter2,2,1668164836230,8686.0,15394.0,20.0,20.0,20.0,10000.0,TEXT,JointEmbedding,CLIP: Red oldtimer truck and bride getting in.,{},cvhunter
vbse025,cvhunter2,2,1668164963340,8129.0,275450.0,77.0,77.0,77.0,10000.0,TEXT,JointEmbedding,CLIP: Aerial shot moving up a parking lot over the trees.,{},cvhunter
vbse025,cvhunter2,2,1668164964185,8974.0,275450.0,77.0,77.0,77.0,10000.0,TEXT,JointEmbedding,CLIP: Aerial shot moving up a parking lot over the trees.,{},cvhunter
vbse025,cvhunter2,2,1668165016453,61242.0,275450.0,896.0,896.0,896.0,10000.0,TEXT,JointEmbedding,Temporal CLIP: parking > Aerial shot moving up a parking lot over the trees.,{},cvhunter
vbse025,cvhunter2,2,1668165017679,62468.0,275450.0,896.0,896.0,896.0,10000.0,TEXT,JointEmbedding,Temporal CLIP: parking > Aerial shot moving up a parking lot over the trees.,{},cvhunter
vbse025,cvhunter2,2,1668165032289,77078.0,275450.0,2867.0,2867.0,2867.0,10000.0,TEXT,JointEmbedding,Temporal CLIP: parking cars > Aerial shot moving up a parking lot over the trees.,{},cvhunter
vbse025,cvhunter2,2,1668165033296,78085.0,275450.0,2867.0,2867.0,2867.0,10000.0,TEXT,JointEmbedding,Temporal CLIP: parking cars > Aerial shot moving up a parking lot over the trees.,{},cvhunter
vbse025,cvhunter2,2,1668165049431,94220.0,275450.0,209.0,209.0,209.0,10000.0,TEXT,JointEmbedding,Temporal CLIP: parking lot > Aerial shot moving up over trees,{},cvhunter
vbse025,cvhunter2,2,1668165050416,95205.0,275450.0,209.0,209.0,209.0,10000.0,TEXT,JointEmbedding,Temporal CLIP: parking lot > Aerial shot moving up over trees,{},cvhunter
vbse025,cvhunter2,2,1668165059573,104362.0,275450.0,208.0,208.0,208.0,10000.0,TEXT,JointEmbedding,"Temporal CLIP: parking lot > Aerial shot moving up over trees, forest",{},cvhunter
vbse025,cvhunter2,2,1668165060742,105531.0,275450.0,208.0,208.0,208.0,10000.0,TEXT,JointEmbedding,"Temporal CLIP: parking lot > Aerial shot moving up over trees, forest",{},cvhunter
vbse025,cvhunter2,2,1668165076114,120903.0,275450.0,280.0,280.0,280.0,10000.0,TEXT,JointEmbedding,"Temporal CLIP: parking lot, cars > Aerial shot moving up over trees, forest",{},cvhunter
vbse025,cvhunter2,2,1668165077224,122013.0,275450.0,280.0,280.0,280.0,10000.0,TEXT,JointEmbedding,"Temporal CLIP: parking lot, cars > Aerial shot moving up over trees, forest",{},cvhunter
vbse025,cvhunter2,2,1668165081604,126393.0,275450.0,280.0,280.0,280.0,10000.0,TEXT,JointEmbedding,"Temporal CLIP: parking lot, cars > Aerial shot moving up over trees, forest",{},cvhunter
vbse025,cvhunter2,2,1668165082642,127431.0,275450.0,280.0,280.0,280.0,10000.0,TEXT,JointEmbedding,"Temporal CLIP: parking lot, cars > Aerial shot moving up over trees, forest",{},cvhunter
vbse025,cvhunter2,2,1668165093052,137841.0,275450.0,280.0,280.0,280.0,10000.0,TEXT,JointEmbedding,"Temporal CLIP: parking lot, cars > Aerial shot moving up over trees, forest",{},cvhunter
vbse025,cvhunter2,2,1668165094189,138978.0,275450.0,280.0,280.0,280.0,10000.0,TEXT,JointEmbedding,"Temporal CLIP: parking lot, cars > Aerial shot moving up over trees, forest",{},cvhunter
vbse025,cvhunter2,2,1668165135788,180577.0,275450.0,116.0,116.0,116.0,10000.0,IMAGE,feedbackModel,Temporal Bayes CLIP 10586:4496_11948:62_3425:1981_4824:10167_4290:4862_8801:517_6400:4053_3425:2469_6721:6961_10586:2975_| group:1|11187:1551_| group:2|10586:2053_,{},cvhunter
vbse025,cvhunter2,2,1668165158765,203554.0,275450.0,299.0,299.0,299.0,10000.0,TEXT,JointEmbedding,"Temporal CLIP: parking lot, cars > Aerial shot moving up over trees, forest, grass",{},cvhunter
