task,team,user,timestamp,elapsed_since_task_start_ms,correct_submission_time_ms,rank_video,rank_shot_margin_0,rank_shot_margin_5,category,type,value,additionals,teamFamily
vbse001,vibro1,1,1668157458000,209633.0,,inf,inf,inf,IMAGE,globalFeatures, video 07139 at 00:01:09:50 (Frame #1666),{},vibro
vbse001,vibro1,1,1668157485000,236633.0,,208.0,208.0,208.0,IMAGE,globalFeatures, video 03638 at 00:02:06:50 (Frame #3162),{},vibro
vbse001,vibro1,1,1668157497000,248633.0,,7.0,7.0,7.0,IMAGE,globalFeatures, video 03638 at 00:02:06:00 (Frame #3150),{},vibro
vbse001,vibro1,1,1668157518000,269633.0,,4969.0,4969.0,4969.0,IMAGE,globalFeatures, video 12610 at 00:03:05:50 (Frame #4452),{},vibro
vbse001,vibro1,1,1668157534000,285633.0,,71.0,71.0,71.0,IMAGE,globalFeatures, video 03638 at 00:02:05:50 (Frame #3137),{},vibro
vbse001,vibro1,1,1668157547000,298633.0,,8623.0,8623.0,8623.0,IMAGE,globalFeatures, video 17066 at 00:00:23:50 (Frame #587),{},vibro
vbse002,vibro1,1,1668157581000,9026.0,225291.0,inf,inf,inf,TEXT,jointEmbedding,Viewer moving fast backwards on railway tracks.,{},vibro
vbse002,vibro1,1,1668157603000,31026.0,225291.0,2941.0,2941.0,2941.0,IMAGE,globalFeatures, video 05637 at 00:10:36:00 (Frame #15900),{},vibro
vbse002,vibro1,1,1668157610000,38026.0,225291.0,inf,inf,inf,IMAGE,globalFeatures, video 05637 at 00:10:36:00 (Frame #15900),{},vibro
vbse002,vibro1,1,1668157611000,39026.0,225291.0,inf,inf,inf,IMAGE,globalFeatures, video 05637 at 00:10:36:00 (Frame #15900),{},vibro
vbse002,vibro1,1,1668157612000,40026.0,225291.0,inf,inf,inf,IMAGE,globalFeatures, video 05637 at 00:10:36:00 (Frame #15900),{},vibro
vbse002,vibro1,1,1668157616000,44026.0,225291.0,inf,inf,inf,IMAGE,globalFeatures, video 05637 at 00:10:36:00 (Frame #15900),{},vibro
vbse002,vibro1,1,1668157617000,45026.0,225291.0,inf,inf,inf,IMAGE,globalFeatures, video 05637 at 00:10:36:00 (Frame #15900),{},vibro
vbse002,vibro1,1,1668157618000,46026.0,225291.0,inf,inf,inf,IMAGE,globalFeatures, video 05637 at 00:10:36:00 (Frame #15900),{},vibro
vbse002,vibro1,1,1668157619000,47026.0,225291.0,9043.0,9043.0,9043.0,IMAGE,globalFeatures, video 05637 at 00:10:36:00 (Frame #15900),{},vibro
vbse002,vibro1,1,1668157620000,48026.0,225291.0,6249.0,6249.0,6249.0,IMAGE,globalFeatures, video 05637 at 00:10:36:00 (Frame #15900),{},vibro
vbse002,vibro1,1,1668157640000,68026.0,225291.0,664.0,664.0,664.0,IMAGE,globalFeatures, video 05637 at 00:10:36:00 (Frame #15900),{},vibro
vbse002,vibro1,1,1668157648000,76026.0,225291.0,1224.0,1224.0,1224.0,IMAGE,globalFeatures, video 14238 at 00:04:33:00 (Frame #6825),{},vibro
vbse002,vibro1,1,1668157662000,90026.0,225291.0,664.0,664.0,664.0,IMAGE,globalFeatures, video 14238 at 00:04:33:00 (Frame #6825),{},vibro
vbse002,vibro1,1,1668157668000,96026.0,225291.0,140.0,140.0,140.0,IMAGE,globalFeatures, video 13686 at 00:04:40:00 (Frame #7000),{},vibro
vbse002,vibro1,1,1668157677000,105026.0,225291.0,inf,inf,inf,IMAGE,globalFeatures, video 13686 at 00:04:40:00 (Frame #7000),{},vibro
vbse002,vibro1,1,1668157678000,106026.0,225291.0,3286.0,inf,inf,IMAGE,globalFeatures, video 13686 at 00:04:40:00 (Frame #7000),{},vibro
vbse002,vibro1,1,1668157679000,107026.0,225291.0,inf,inf,inf,IMAGE,globalFeatures, video 13686 at 00:04:40:00 (Frame #7000),{},vibro
vbse002,vibro1,1,1668157680000,108026.0,225291.0,inf,inf,inf,IMAGE,globalFeatures, video 13686 at 00:04:40:00 (Frame #7000),{},vibro
vbse002,vibro1,1,1668157681000,109026.0,225291.0,inf,inf,inf,IMAGE,globalFeatures, video 13686 at 00:04:40:00 (Frame #7000),{},vibro
vbse002,vibro1,1,1668157682000,110026.0,225291.0,inf,inf,inf,IMAGE,globalFeatures, video 13686 at 00:04:40:00 (Frame #7000),{},vibro
vbse002,vibro1,1,1668157686000,114026.0,225291.0,4.0,4.0,4.0,IMAGE,globalFeatures, video 04858 at 00:00:03:50 (Frame #105),{},vibro
vbse002,vibro1,1,1668157690000,118026.0,225291.0,737.0,737.0,737.0,IMAGE,globalFeatures, video 10335 at 00:27:52:50 (Frame #41812),{},vibro
vbse002,vibro1,1,1668157700000,128026.0,225291.0,1.0,1.0,1.0,IMAGE,globalFeatures, video 16670 at 00:03:30:50 (Frame #5262),{},vibro
vbse002,vibro1,1,1668157703000,131026.0,225291.0,3519.0,3519.0,3519.0,IMAGE,globalFeatures, video 06344 at 00:07:50:00 (Frame #11750),{},vibro
vbse002,vibro1,1,1668157708000,136026.0,225291.0,1.0,1.0,1.0,IMAGE,globalFeatures, video 16670 at 00:03:30:50 (Frame #5262),{},vibro
vbse003,vibro1,1,1668157952000,9423.0,,5.0,inf,inf,TEXT,jointEmbedding,Close-up shot of water waves reflecting the sun. ,{},vibro
vbse003,vibro1,1,1668157956000,13423.0,,5626.0,inf,inf,IMAGE,globalFeatures, video 05488 at 00:04:27:00 (Frame #8001),{},vibro
vbse003,vibro1,1,1668157963000,20423.0,,5.0,84.0,84.0,IMAGE,globalFeatures, video 05488 at 00:04:27:00 (Frame #8001),{},vibro
vbse003,vibro1,1,1668158002000,59423.0,,94.0,inf,inf,IMAGE,globalFeatures, video 16417 at 00:16:36:50 (Frame #29865),{},vibro
vbse003,vibro1,1,1668158019000,76423.0,,9.0,45.0,45.0,IMAGE,globalFeatures, video 16417 at 00:16:36:50 (Frame #29865),{},vibro
vbse003,vibro1,1,1668158026000,83423.0,,1.0,inf,inf,IMAGE,globalFeatures, video 11237 at 00:00:10:00 (Frame #240),{},vibro
vbse004,vibro1,1,1668158286000,11413.0,65622.0,6.0,6.0,6.0,TEXT,jointEmbedding,A woman having a mobile phone call in bed ,{},vibro
vbse004,vibro1,1,1668158291000,16413.0,65622.0,603.0,7477.0,7477.0,IMAGE,globalFeatures, video 15692 at 00:08:43:00 (Frame #13075),{},vibro
vbse004,vibro1,1,1668158308000,33413.0,65622.0,1152.0,1152.0,1152.0,IMAGE,globalFeatures, video 10557 at 00:08:53:50 (Frame #12804),{},vibro
vbse004,vibro1,1,1668158327000,52413.0,65622.0,6.0,6.0,6.0,IMAGE,globalFeatures, video 10557 at 00:08:53:50 (Frame #12804),{},vibro
vbse005,vibro1,1,1668158410000,8187.0,30944.0,2.0,inf,2.0,TEXT,jointEmbedding,A red seaplane on a lake with forests around. ,{},vibro
vbse006,vibro1,1,1668158468000,11721.0,22960.0,10.0,10.0,10.0,TEXT,jointEmbedding,Woman in yellow shirt standing in a room with a yellow sofa. ,{},vibro
vbse007,vibro1,1,1668158714000,8410.0,23293.0,31.0,31.0,31.0,TEXT,jointEmbedding,Four people waving on a mountain summit. ,{},vibro
vbse008,vibro1,1,1668158781000,9061.0,,20.0,914.0,914.0,TEXT,jointEmbedding,A white van driving between ruins.,{},vibro
vbse008,vibro1,1,1668158832000,60061.0,,73.0,540.0,540.0,TEXT,jointEmbedding,A white van driving between ruins gray stones,{},vibro
vbse008,vibro1,1,1668158850000,78061.0,,55.0,56.0,56.0,TEXT,jointEmbedding,A white van driving between ruins gray stones and blue sky,{},vibro
vbse008,vibro1,1,1668158882000,110061.0,,1601.0,1601.0,1601.0,TEXT,jointEmbedding,gray stone blocks with blue sky,{},vibro
vbse008,vibro1,1,1668158906000,134061.0,,865.0,865.0,865.0,TEXT,jointEmbedding,gray stone blocks with blue sky and a van,{},vibro
vbse008,vibro1,1,1668158926000,154061.0,,734.0,1854.0,734.0,IMAGE,globalFeatures, video 07384 at 00:08:02:00 (Frame #12050),{},vibro
vbse008,vibro1,1,1668158938000,166061.0,,1435.0,2398.0,2398.0,IMAGE,globalFeatures, video 07384 at 00:08:02:00 (Frame #12050),{},vibro
vbse008,vibro1,1,1668158964000,192061.0,,4053.0,4357.0,4357.0,IMAGE,globalFeatures, video 07384 at 00:08:02:00 (Frame #12050),{},vibro
vbse008,vibro1,1,1668159003000,231061.0,,204.0,204.0,204.0,IMAGE,globalFeatures, video 07384 at 00:08:02:00 (Frame #12050),{},vibro
vbse008,vibro1,1,1668159017000,245061.0,,995.0,995.0,995.0,IMAGE,globalFeatures, video 07384 at 00:08:02:00 (Frame #12050),{},vibro
vbse008,vibro1,1,1668159047000,275061.0,,inf,inf,inf,IMAGE,globalFeatures, video 07384 at 00:08:02:00 (Frame #12050),{},vibro
vbse009,vibro1,1,1668159106000,9928.0,77749.0,98.0,inf,98.0,TEXT,jointEmbedding,Two men running backwards up a downwards moving escalator. ,{},vibro
vbse009,vibro1,1,1668159128000,31928.0,77749.0,18.0,18.0,18.0,IMAGE,globalFeatures, video 01315 at 00:20:34:00 (Frame #30850),{},vibro
vbse009,vibro1,1,1668159164000,67928.0,77749.0,1.0,1.0,1.0,IMAGE,globalFeatures, video 01315 at 00:20:34:00 (Frame #30850),{},vibro
vbse010,vibro1,1,1668159233000,6517.0,,270.0,270.0,270.0,TEXT,jointEmbedding,People dancing and drumming on the street at night. ,{},vibro
vbse010,vibro1,1,1668159285000,58517.0,,70.0,70.0,70.0,TEXT,jointEmbedding,people drumming on the street at night. ,{},vibro
vbse010,vibro1,1,1668159292000,65517.0,,515.0,515.0,515.0,IMAGE,globalFeatures, video 15545 at 00:11:37:00 (Frame #17425),{},vibro
vbse010,vibro1,1,1668159397000,170517.0,,1434.0,1434.0,1434.0,IMAGE,globalFeatures, video 15545 at 00:11:37:00 (Frame #17425),{},vibro
vbse010,vibro1,1,1668159425000,198517.0,,136.0,136.0,136.0,IMAGE,globalFeatures, video 15545 at 00:11:37:00 (Frame #17425),{},vibro
vbse010,vibro1,1,1668159443000,216517.0,,900.0,900.0,900.0,IMAGE,globalFeatures, video 02502 at 00:14:02:00 (Frame #25234),{},vibro
vbse010,vibro1,1,1668159467000,240517.0,,127.0,127.0,127.0,IMAGE,globalFeatures, video 12022 at 00:05:37:50 (Frame #10114),{},vibro
vbse010,vibro1,1,1668159475000,248517.0,,127.0,127.0,127.0,IMAGE,globalFeatures, video 05140 at 00:12:47:50 (Frame #18401),{},vibro
vbse010,vibro1,1,1668159482000,255517.0,,294.0,294.0,294.0,IMAGE,globalFeatures, video 12727 at 00:06:11:50 (Frame #9287),{},vibro
vbse010,vibro1,1,1668159507000,280517.0,,2.0,inf,inf,IMAGE,globalFeatures, video 12727 at 00:06:11:50 (Frame #9287),{},vibro
vbse012,vibro1,1,1668159649000,6808.0,69133.0,53.0,58.0,58.0,TEXT,jointEmbedding,View of a volcano with clouds moving in from the right. ,{},vibro
vbse012,vibro1,1,1668159654000,11808.0,69133.0,252.0,516.0,516.0,IMAGE,globalFeatures, video 09576 at 00:01:55:50 (Frame #3461),{},vibro
vbse012,vibro1,1,1668159661000,18808.0,69133.0,50.0,71.0,71.0,IMAGE,globalFeatures, video 08356 at 00:04:12:00 (Frame #6041),{},vibro
vbse012,vibro1,1,1668159668000,25808.0,69133.0,8.0,24.0,24.0,IMAGE,globalFeatures, video 08017 at 00:03:07:50 (Frame #4687),{},vibro
vbse012,vibro1,1,1668159674000,31808.0,69133.0,1.0,3.0,3.0,IMAGE,globalFeatures, video 04086 at 00:00:58:00 (Frame #1738),{},vibro
vbse013,vibro1,1,1668160036000,11042.0,,8718.0,inf,inf,TEXT,jointEmbedding,Flashing shots of a man on a bed and in front of a wall. ,{},vibro
vbse013,vibro1,1,1668160084000,59042.0,,7296.0,inf,inf,TEXT,jointEmbedding, man on a bed and in front of a wall. with graphitty,{},vibro
vbse013,vibro1,1,1668160107000,82042.0,,inf,inf,inf,TEXT,jointEmbedding, man on a bed and in front of a wall. with grafitty,{},vibro
vbse013,vibro1,1,1668160123000,98042.0,,4764.0,5668.0,5668.0,TEXT,jointEmbedding, man on a bed and in front of a wall. with Grafitti,{},vibro
vbse013,vibro1,1,1668160132000,107042.0,,822.0,823.0,823.0,TEXT,jointEmbedding, man on a bed and in front of a wall. with Grafitti black and white,{},vibro
vbse013,vibro1,1,1668160156000,131042.0,,822.0,823.0,823.0,TEXT,jointEmbedding, man on a bed and in front of a wall. with Grafitti black and white,{},vibro
vbse013,vibro1,1,1668160157000,132042.0,,2325.0,inf,inf,IMAGE,globalFeatures, video 07646 at 00:05:35:00 (Frame #8375),{},vibro
vbse013,vibro1,1,1668160172000,147042.0,,506.0,506.0,506.0,IMAGE,globalFeatures, video 07646 at 00:05:35:00 (Frame #8375),{},vibro
vbse013,vibro1,1,1668160188000,163042.0,,1343.0,1343.0,1343.0,IMAGE,globalFeatures, video 07646 at 00:05:35:00 (Frame #8375),{},vibro
vbse013,vibro1,1,1668160191000,166042.0,,1202.0,1202.0,1202.0,IMAGE,globalFeatures, video 13108 at 00:02:44:00 (Frame #4100),{},vibro
vbse013,vibro1,1,1668160215000,190042.0,,1343.0,1343.0,1343.0,IMAGE,globalFeatures, video 13108 at 00:02:44:00 (Frame #4100),{},vibro
vbse013,vibro1,1,1668160242000,217042.0,,9820.0,9820.0,9820.0,IMAGE,globalFeatures, video 13108 at 00:04:47:00 (Frame #7175),{},vibro
vbse013,vibro1,1,1668160271000,246042.0,,5180.0,9278.0,9278.0,IMAGE,globalFeatures, video 00161 at 00:01:01:00 (Frame #1828),{},vibro
vbse013,vibro1,1,1668160282000,257042.0,,5923.0,inf,inf,IMAGE,globalFeatures, video 00161 at 00:01:01:00 (Frame #1828),{},vibro
vbse013,vibro1,1,1668160299000,274042.0,,1307.0,inf,inf,IMAGE,globalFeatures, video 00161 at 00:01:01:00 (Frame #1828),{},vibro
vbse014,vibro1,1,1668160415000,7483.0,60843.0,34.0,34.0,34.0,TEXT,jointEmbedding,A white dress is waving in the wind over the floor. ,{},vibro
vbse014,vibro1,1,1668160456000,48483.0,60843.0,34.0,34.0,34.0,TEXT,jointEmbedding,A white dress is waving in the wind over the floor. ,{},vibro
vbse015,vibro1,1,1668161591000,8405.0,25477.0,1.0,1.0,1.0,TEXT,jointEmbedding,A man lighting at a piano with a flashlight. ,{},vibro
vbse016,vibro1,1,1668161943000,7188.0,15084.0,7.0,7.0,7.0,TEXT,jointEmbedding, Small boats tied in the harbour in front of a cruise ship. ,{},vibro
vbse017,vibro1,1,1668162579000,6538.0,99705.0,42.0,42.0,42.0,TEXT,jointEmbedding, A person roasting coffee beans. ,{},vibro
vbse017,vibro1,1,1668162602000,29538.0,99705.0,6.0,6.0,6.0,IMAGE,globalFeatures, video 13754 at 00:03:34:00 (Frame #5130),{},vibro
vbse017,vibro1,1,1668162606000,33538.0,99705.0,42.0,42.0,42.0,IMAGE,globalFeatures, video 13754 at 00:03:34:00 (Frame #5130),{},vibro
vbse017,vibro1,1,1668162631000,58538.0,99705.0,4.0,4.0,4.0,IMAGE,globalFeatures, video 06718 at 00:04:37:00 (Frame #6641),{},vibro
vbse018,vibro1,1,1668163568000,7323.0,99205.0,3.0,3.0,3.0,TEXT,jointEmbedding, A black-haired woman in a red dress walks down stairs. ,{},vibro
vbse018,vibro1,1,1668163611000,50323.0,99205.0,12.0,12.0,12.0,TEXT,jointEmbedding, A woman in a red dress walks down stairs. ,{},vibro
vbse018,vibro1,1,1668163618000,57323.0,99205.0,1083.0,1083.0,1083.0,IMAGE,globalFeatures, video 10928 at 00:01:40:15 (Frame #2409),{},vibro
vbse018,vibro1,1,1668163626000,65323.0,99205.0,12.0,12.0,12.0,IMAGE,globalFeatures, video 10928 at 00:01:40:15 (Frame #2409),{},vibro
vbse019,vibro1,1,1668163687000,7104.0,191511.0,259.0,259.0,259.0,TEXT,jointEmbedding, A couple in black clothes kisses outside. ,{},vibro
vbse019,vibro1,1,1668163738000,58104.0,191511.0,104.0,104.0,104.0,TEXT,jointEmbedding, A couple in black clothes kisses outside next to houses,{},vibro
vbse019,vibro1,1,1668163781000,101104.0,191511.0,9031.0,inf,inf,IMAGE,globalFeatures, video 08659 at 00:04:54:15 (Frame #7362),{},vibro
vbse019,vibro1,1,1668163787000,107104.0,191511.0,104.0,104.0,104.0,IMAGE,globalFeatures, video 08659 at 00:04:54:15 (Frame #7362),{},vibro
vbse019,vibro1,1,1668163812000,132104.0,191511.0,249.0,249.0,249.0,IMAGE,globalFeatures, video 08659 at 00:04:54:15 (Frame #7362),{},vibro
vbse019,vibro1,1,1668163837000,157104.0,191511.0,249.0,249.0,249.0,TEXT,jointEmbedding,people hugging in front of a brown house,{},vibro
vbse019,vibro1,1,1668163860000,180104.0,191511.0,12.0,12.0,12.0,TEXT,jointEmbedding,people in black cloth kissing in front of a brown house,{},vibro
vbse020,vibro1,1,1668163907000,9609.0,,64.0,249.0,249.0,TEXT,jointEmbedding, Actors in historic costumes celebrate their theater performance. ,{},vibro
vbse020,vibro1,1,1668163955000,57609.0,,387.0,1664.0,1664.0,TEXT,jointEmbedding, Actors in historic costumes in a theater,{},vibro
vbse020,vibro1,1,1668163973000,75609.0,,111.0,984.0,936.0,TEXT,jointEmbedding, Actors in historic costumes in a theater celebrating,{},vibro
vbse020,vibro1,1,1668163978000,80609.0,,64.0,249.0,249.0,TEXT,jointEmbedding, Actors in historic costumes celebrate their theater performance. ,{},vibro
vbse020,vibro1,1,1668164008000,110609.0,,170.0,170.0,170.0,IMAGE,globalFeatures, video 07994 at 00:01:43:15 (Frame #2587),{},vibro
vbse020,vibro1,1,1668164021000,123609.0,,42.0,1063.0,1063.0,IMAGE,globalFeatures, video 03967 at 00:02:05:15 (Frame #3125),{},vibro
vbse020,vibro1,1,1668164026000,128609.0,,56.0,56.0,56.0,IMAGE,globalFeatures, video 07994 at 00:01:43:15 (Frame #2587),{},vibro
vbse020,vibro1,1,1668164034000,136609.0,,64.0,249.0,249.0,IMAGE,globalFeatures, video 07994 at 00:01:43:15 (Frame #2587),{},vibro
vbse020,vibro1,1,1668164036000,138609.0,,64.0,249.0,249.0,TEXT,jointEmbedding, Actors in historic costumes celebrate their theater performance. ,{},vibro
vbse020,vibro1,1,1668164037000,139609.0,,64.0,249.0,249.0,TEXT,jointEmbedding, Actors in historic costumes celebrate their theater performance. ,{},vibro
vbse020,vibro1,1,1668164054000,156609.0,,166.0,166.0,166.0,TEXT,jointEmbedding, Actors in historic costumes on a stage celebrate their theater performance. ,{},vibro
vbse020,vibro1,1,1668164066000,168609.0,,28.0,28.0,28.0,TEXT,jointEmbedding, Actors in historic costumes on a stage celebrate their theater performance.  a bright light in the background,{},vibro
vbse020,vibro1,1,1668164076000,178609.0,,35.0,35.0,35.0,TEXT,jointEmbedding, Actors in historic costumes on a stage celebrate their theater performance.  a  light in the background,{},vibro
vbse020,vibro1,1,1668164088000,190609.0,,44.0,44.0,44.0,TEXT,jointEmbedding, Actors in historic costumes on a stage celebrate their theater performance.  a  light in the background a table in the front,{},vibro
vbse020,vibro1,1,1668164099000,201609.0,,8511.0,8511.0,8511.0,IMAGE,globalFeatures, video 06455 at 00:02:52:15 (Frame #4300),{},vibro
vbse020,vibro1,1,1668164133000,235609.0,,652.0,652.0,652.0,IMAGE,globalFeatures, video 06455 at 00:02:52:15 (Frame #4300),{},vibro
vbse020,vibro1,1,1668164153000,255609.0,,273.0,1363.0,1363.0,IMAGE,globalFeatures, video 06455 at 00:02:52:15 (Frame #4300),{},vibro
vbse020,vibro1,1,1668164158000,260609.0,,64.0,249.0,249.0,IMAGE,globalFeatures, video 06455 at 00:02:52:15 (Frame #4300),{},vibro
vbse021,vibro1,1,1668164278000,6577.0,12128.0,1.0,inf,1.0,TEXT,jointEmbedding, Men cutting and sculpting ice blocks with a chain saw. ,{},vibro
vbse022,vibro1,1,1668164334000,6127.0,19223.0,5.0,9.0,9.0,TEXT,jointEmbedding, People playing table tennis in an office space. ,{},vibro
vbse023,vibro1,1,1668164510000,6067.0,,335.0,inf,1659.0,TEXT,jointEmbedding, Pan between two motocross tracks with bikers moving from/to the camera. ,{},vibro
vbse023,vibro1,1,1668164549000,45067.0,,23.0,inf,53.0,IMAGE,globalFeatures, video 11459 at 00:02:07:15 (Frame #3821),{},vibro
vbse023,vibro1,1,1668164565000,61067.0,,9.0,inf,inf,IMAGE,globalFeatures, video 11459 at 00:02:07:15 (Frame #3821),{},vibro
vbse023,vibro1,1,1668164660000,156067.0,,3.0,inf,inf,IMAGE,globalFeatures, video 11459 at 00:02:07:15 (Frame #3821),{},vibro
vbse023,vibro1,1,1668164759000,255067.0,,34.0,inf,inf,IMAGE,globalFeatures, video 05531 at 00:01:33:15 (Frame #2337),{},vibro
vbse023,vibro1,1,1668164766000,262067.0,,3.0,inf,inf,IMAGE,globalFeatures, video 05531 at 00:01:33:15 (Frame #2337),{},vibro
vbse024,vibro1,1,1668164835000,7456.0,109260.0,67.0,67.0,67.0,TEXT,jointEmbedding, Red oldtimer truck and bride getting in. ,{},vibro
vbse024,vibro1,1,1668164885000,57456.0,109260.0,239.0,460.0,239.0,TEXT,jointEmbedding, Red oldtimer truck and orange house,{},vibro
vbse024,vibro1,1,1668164893000,65456.0,109260.0,214.0,214.0,214.0,IMAGE,globalFeatures, video 16820 at 00:06:16:15 (Frame #9036),{},vibro
vbse024,vibro1,1,1668164905000,77456.0,109260.0,899.0,1033.0,899.0,IMAGE,globalFeatures, video 16820 at 00:06:16:15 (Frame #9036),{},vibro
vbse024,vibro1,1,1668164924000,96456.0,109260.0,1.0,1.0,1.0,IMAGE,globalFeatures, video 16820 at 00:06:16:15 (Frame #9036),{},vibro
vbse025,vibro1,1,1668164961000,5789.0,,888.0,1332.0,1332.0,TEXT,jointEmbedding, Aerial shot moving up a parking lot over the trees. ,{},vibro
vbse025,vibro1,1,1668165009000,53789.0,,1836.0,6213.0,1836.0,TEXT,jointEmbedding, Aerial shot moving up a parking cars and trees,{},vibro
vbse025,vibro1,1,1668165042000,86789.0,,2695.0,2695.0,2695.0,TEXT,jointEmbedding,green trees blue sky with clouds a cv on the right,{},vibro
vbse025,vibro1,1,1668165062000,106789.0,,2146.0,2146.0,2146.0,TEXT,jointEmbedding,green trees blue sky a cv on the right,{},vibro
vbse025,vibro1,1,1668165075000,119789.0,,8688.0,inf,8688.0,IMAGE,globalFeatures, video 14563 at 00:01:33:15 (Frame #2325),{},vibro
vbse025,vibro1,1,1668165122000,166789.0,,2853.0,2853.0,2853.0,IMAGE,globalFeatures, video 14563 at 00:01:33:15 (Frame #2325),{},vibro
vbse025,vibro1,1,1668165143000,187789.0,,857.0,857.0,857.0,IMAGE,globalFeatures, video 14563 at 00:01:33:15 (Frame #2325),{},vibro
vbse025,vibro1,1,1668165152000,196789.0,,4870.0,4870.0,4870.0,IMAGE,globalFeatures, video 07953 at 00:02:10:15 (Frame #3911),{},vibro
vbse025,vibro1,1,1668165171000,215789.0,,307.0,307.0,307.0,IMAGE,globalFeatures, video 07953 at 00:02:10:15 (Frame #3911),{},vibro
vbse025,vibro1,1,1668165185000,229789.0,,23.0,23.0,23.0,IMAGE,globalFeatures, video 15699 at 00:01:40:15 (Frame #2997),{},vibro
vbse025,vibro1,1,1668165188000,232789.0,,2.0,2.0,2.0,IMAGE,globalFeatures, video 05965 at 00:00:39:15 (Frame #1183),{},vibro
vbse025,vibro1,1,1668165196000,240789.0,,2437.0,2437.0,2437.0,IMAGE,globalFeatures, video 07953 at 00:02:27:15 (Frame #4405),{},vibro
vbse025,vibro1,1,1668165220000,264789.0,,577.0,577.0,577.0,IMAGE,globalFeatures, video 00615 at 00:04:58:15 (Frame #7462),{},vibro
vbse025,vibro1,1,1668165232000,276789.0,,585.0,585.0,585.0,IMAGE,globalFeatures, video 00615 at 00:04:58:15 (Frame #7462),{},vibro
vbse025,vibro1,1,1668165254000,298789.0,,1250.0,1250.0,1250.0,IMAGE,globalFeatures, video 06208 at 00:04:28:15 (Frame #8031),{},vibro
vbse026,vibro1,1,1668165370000,5744.0,237364.0,133.0,245.0,245.0,TEXT,jointEmbedding, A man ski touring an pulling a red sledge. ,{},vibro
vbse026,vibro1,1,1668165427000,62744.0,237364.0,79.0,107.0,107.0,TEXT,jointEmbedding,a man pulling a red sledge. snow and blue sky,{},vibro
vbse026,vibro1,1,1668165452000,87744.0,237364.0,14.0,1560.0,1560.0,TEXT,jointEmbedding,a red sledge ,{},vibro
vbse026,vibro1,1,1668165458000,93744.0,237364.0,2063.0,inf,4957.0,IMAGE,globalFeatures, video 15302 at 00:22:54:15 (Frame #34350),{},vibro
vbse026,vibro1,1,1668165475000,110744.0,237364.0,72.0,609.0,609.0,IMAGE,globalFeatures, video 15302 at 00:22:54:15 (Frame #34350),{},vibro
vbse026,vibro1,1,1668165493000,128744.0,237364.0,506.0,506.0,506.0,IMAGE,globalFeatures, video 13666 at 00:03:39:15 (Frame #5475),{},vibro
vbse026,vibro1,1,1668165520000,155744.0,237364.0,50.0,597.0,597.0,IMAGE,globalFeatures, video 13666 at 00:03:39:15 (Frame #5475),{},vibro
vbse026,vibro1,1,1668165540000,175744.0,237364.0,3.0,82.0,82.0,IMAGE,globalFeatures, video 14847 at 00:00:21:15 (Frame #629),{},vibro
vbse026,vibro1,1,1668165565000,200744.0,237364.0,302.0,inf,302.0,IMAGE,globalFeatures, video 14847 at 00:00:21:15 (Frame #629),{},vibro
vbse026,vibro1,1,1668165581000,216744.0,237364.0,111.0,1580.0,486.0,IMAGE,globalFeatures, video 14847 at 00:00:21:15 (Frame #629),{},vibro
vbse026,vibro1,1,1668165585000,220744.0,237364.0,6.0,446.0,446.0,IMAGE,globalFeatures, video 14847 at 00:00:21:15 (Frame #629),{},vibro
